ANO_ELEICAO;CODIGO_ESTADO;CODIGO_MUNICIPIO;NUMERO_PARTIDO;ANALFABETO;ENSINO_FUNDAMENTAL_COMPLETO;ENSINO_FUNDAMENTAL_INCOMPLETO;ENSINO_MEDIO_COMPLETO;ENSINO_MEDIO_INCOMPLETO;LE_E_ESCREVE;SUPERIOR_COMPLETO;SUPERIOR_INCOMPLETO;TOTAL_GASTO;SEXO;COD_GRAU_INSTRUCAO;QTD_APTOS;PERCENTUAL_VOTOS
21303;2008;15;26034;22;498;127;1956;383;894;2457;59;53;21999.42;2;2;12864;28.42
21321;2008;15;26050;40;7683;2052;15481;3111;5995;9039;623;432;594558.1;2;4;88896;21.33
21322;2008;15;26050;15;7683;2052;15481;3111;5995;9039;623;432;14590.36;2;3;88896;15.69
21398;2008;15;26077;20;2598;662;7865;838;2011;5632;128;129;31805.2;2;3;39734;6.65
21399;2008;15;26077;25;2598;662;7865;838;2011;5632;128;129;103270.0;2;3;39734;12.94
21400;2008;15;26077;45;2598;662;7865;838;2011;5632;128;129;40696.95;4;3;39734;10.53
21401;2008;15;26077;40;2598;662;7865;838;2011;5632;128;129;85900.0;2;4;39734;12.47
21456;2008;15;26093;40;1111;193;3723;295;906;2581;108;60;32632.14;4;8;17994;18.07
21457;2008;15;26093;45;1111;193;3723;295;906;2581;108;60;105000.0;2;5;17994;8.4
21458;2008;15;26093;65;1111;193;3723;295;906;2581;108;60;5896.5;2;5;17994;0.81
21459;2008;15;26093;14;1111;193;3723;295;906;2581;108;60;31000.0;4;8;17994;17.29
21533;2008;15;26115;22;3586;659;4936;601;2173;5388;135;125;46420.0;2;8;35236;18.66
21534;2008;15;26115;13;3586;659;4936;601;2173;5388;135;125;144109.9;2;8;35236;19.15
21566;2008;15;26131;22;1098;398;2146;713;1614;4976;178;94;29715.59;2;8;22654;28.21
21567;2008;15;26131;14;1098;398;2146;713;1614;4976;178;94;29650.0;2;8;22654;7.43
21568;2008;15;26131;65;1098;398;2146;713;1614;4976;178;94;12841.5;2;8;22654;3.24
21618;2008;15;26158;40;5325;317;4119;223;1003;4241;55;36;28100.0;2;6;30678;14.35
21619;2008;15;26158;13;5325;317;4119;223;1003;4241;55;36;60138.0;2;6;30678;19.3
21655;2008;15;26174;14;1079;292;1955;458;1048;2242;84;63;14842.93;2;8;14454;23.89
21656;2008;15;26174;22;1079;292;1955;458;1048;2242;84;63;6000.0;4;6;14454;18.3
21679;2008;15;26190;14;1539;271;3957;473;1374;3346;68;44;38210.0;2;6;22154;16.67
21680;2008;15;26190;22;1539;271;3957;473;1374;3346;68;44;33988.57;2;8;22154;27.9
21715;2008;15;26212;22;851;331;1718;271;862;2060;60;50;5392.1;2;8;12478;7.72
21716;2008;15;26212;25;851;331;1718;271;862;2060;60;50;13703.15;2;8;12478;34.48
21740;2008;15;23086;22;1080;199;1679;159;591;2895;29;19;24000.0;4;8;13306;23.21
21741;2008;15;23086;45;1080;199;1679;159;591;2895;29;19;45000.0;2;8;13306;18.01
21774;2008;15;26239;14;1640;446;2777;610;1236;5870;115;68;16994.0;2;8;25580;14.71
21775;2008;15;26239;45;1640;446;2777;610;1236;5870;115;68;48500.0;2;8;25580;27.72
21807;2008;15;26255;40;4608;373;9063;661;3221;4288;202;158;23400.0;2;8;45260;18.84
21808;2008;15;26255;45;4608;373;9063;661;3221;4288;202;158;78802.76;2;8;45260;11.27
21809;2008;15;26255;22;4608;373;9063;661;3221;4288;202;158;8860.0;2;3;45260;5.27
21876;2008;15;26271;40;12466;3181;27988;6684;13760;23529;1210;1242;0.0;2;6;180208;19.4
21877;2008;15;26271;25;12466;3181;27988;6684;13760;23529;1210;1242;399677.98;2;3;180208;19.53
21878;2008;15;26271;12;12466;3181;27988;6684;13760;23529;1210;1242;11150.0;2;6;180208;0.36
21879;2008;15;26271;14;12466;3181;27988;6684;13760;23529;1210;1242;3802.0;2;8;180208;0.25
22132;2008;15;23060;15;3303;344;3542;280;1081;3204;49;70;0.0;2;8;23752;11.88
22133;2008;15;23060;40;3303;344;3542;280;1081;3204;49;70;26280.0;2;7;23752;21.4
22134;2008;15;23060;17;3303;344;3542;280;1081;3204;49;70;0.0;4;7;23752;0.23
22135;2008;15;23060;43;3303;344;3542;280;1081;3204;49;70;1135.0;2;7;23752;0.29
22200;2008;15;23078;14;4574;847;6931;845;2445;5348;129;121;28175.4;2;8;42500;0.72
22201;2008;15;23078;40;4574;847;6931;845;2445;5348;129;121;145785.0;2;8;42500;18.71
22202;2008;15;23078;22;4574;847;6931;845;2445;5348;129;121;55650.0;2;6;42500;16.97
22203;2008;15;23078;10;4574;847;6931;845;2445;5348;129;121;0.0;2;8;42500;0.08
22299;2008;15;23094;45;5902;479;4936;693;1887;9848;101;85;164100.0;2;8;48088;20.91
22300;2008;15;23094;13;5902;479;4936;693;1887;9848;101;85;188282.04;2;6;48088;21.35
0;2008;16;12327;14;398;103;1189;49;266;2724;19;11;54415.33;2;3;4763;54.04
17;2008;16;10014;22;369;281;1273;270;570;1423;35;31;17300.0;2;8;8508;17.65
18;2008;16;10014;14;369;281;1273;270;570;1423;35;31;8886.5;2;6;8508;23.0
45;2008;16;12319;40;1234;145;1293;113;390;2930;26;23;0.0;2;8;18437;13.87
46;2008;16;12319;13;1234;145;1293;113;390;2930;26;23;16819.82;2;8;18437;14.21
47;2008;16;12319;40;1234;145;1293;113;390;2930;26;23;17262.7;2;8;18437;13.33
48;2008;16;12319;13;1234;145;1293;113;390;2930;26;23;0.0;2;6;18437;12.85
69;2008;16;10022;40;862;123;1117;159;304;1378;26;22;19392.0;2;4;7988;30.21
92;2008;16;10057;14;1404;425;3457;405;900;3762;57;56;55804.32;2;6;20978;22.74
93;2008;16;10057;15;1404;425;3457;405;900;3762;57;56;27420.5;2;3;20978;16.73
126;2008;16;10073;14;3089;1440;11056;1688;3032;7144;246;192;51991.7;2;8;55840;15.95
127;2008;16;10073;40;3089;1440;11056;1688;3032;7144;246;192;52283.04;2;8;55840;17.42
128;2008;16;10073;22;3089;1440;11056;1688;3032;7144;246;192;44679.09;2;8;55840;4.39
194;2008;16;12084;14;398;118;1473;149;336;1005;24;23;24535.0;2;8;7064;16.59
195;2008;16;12084;12;398;118;1473;149;336;1005;24;23;2698.33;2;3;7064;25.42
238;2008;16;10090;13;1929;667;4791;901;1437;3478;141;95;40200.99;2;7;26904;11.22
239;2008;16;10090;17;1929;667;4791;901;1437;3478;141;95;5600.0;4;8;26904;0.22
240;2008;16;10090;28;1929;667;4791;901;1437;3478;141;95;18763.51;2;8;26904;11.33
241;2008;16;10090;23;1929;667;4791;901;1437;3478;141;95;24795.0;2;6;26904;14.53
291;2008;16;10111;28;605;325;1625;574;960;1693;88;61;33148.63;2;8;11878;13.14
292;2008;16;10111;14;605;325;1625;574;960;1693;88;61;46871.44;4;8;11878;16.39
293;2008;16;10111;25;605;325;1625;574;960;1693;88;61;16545.19;2;6;11878;12.59
330;2008;16;10154;45;350;117;931;120;285;868;18;7;23729.29;2;7;8127;14.46
331;2008;16;10154;22;350;117;931;120;285;868;18;7;0.0;2;8;8127;14.15
332;2008;16;10154;22;350;117;931;120;285;868;18;7;17757.8;2;8;8127;13.97
333;2008;16;10154;40;350;117;931;120;285;868;18;7;0.0;2;3;8127;13.34
360;2008;16;10138;15;852;195;1929;184;511;2182;28;28;0.0;2;6;17982;14.14
361;2008;16;10138;14;852;195;1929;184;511;2182;28;28;0.0;2;6;17982;12.66
362;2008;16;10138;14;852;195;1929;184;511;2182;28;28;49953.47;2;6;17982;10.96
387;2008;16;10170;15;583;183;1445;201;378;1781;56;35;27000.0;2;8;9352;21.7
388;2008;16;10170;14;583;183;1445;201;378;1781;56;35;70925.72;2;8;9352;20.73
413;2008;16;12734;23;519;59;724;126;200;1126;40;28;4860.0;2;8;5646;13.09
414;2008;16;12734;65;519;59;724;126;200;1126;40;28;26090.91;2;6;5646;15.07
415;2008;16;12734;14;519;59;724;126;200;1126;40;28;28250.0;2;8;5646;15.23
449;2008;16;10197;40;480;177;1304;118;289;1265;16;31;16046.5;2;8;7380;17.67
450;2008;16;10197;12;480;177;1304;118;289;1265;16;31;31371.69;2;3;7380;21.21
472;2008;16;12106;15;1221;67;1071;42;221;2900;8;6;30400.0;2;2;11082;21.49
473;2008;16;12106;14;1221;67;1071;42;221;2900;8;6;54518.0;4;7;11082;19.52
499;2008;16;10219;65;744;364;3164;187;482;2996;39;42;5424.06;2;8;16060;2.83
500;2008;16;10219;23;744;364;3164;187;482;2996;39;42;28240.72;2;4;16060;20.21
527;2008;16;10049;25;736;144;1519;75;96;3721;7;6;0.0;2;3;18910;14.69
528;2008;16;10049;40;736;144;1519;75;96;3721;7;6;0.0;2;6;18910;14.51
529;2008;16;10049;40;736;144;1519;75;96;3721;7;6;24580.0;2;6;18910;12.34
560;2008;16;10600;15;403;88;837;89;190;1049;9;11;9840.0;2;4;5352;20.78
583;2008;16;10235;15;5501;1326;8450;1022;3115;9325;177;126;0.0;2;6;88341;13.17
584;2008;16;10235;15;5501;1326;8450;1022;3115;9325;177;126;138116.8;2;8;88341;13.86
585;2008;16;10235;14;5501;1326;8450;1022;3115;9325;177;126;39093.34;2;8;88341;10.94
586;2008;16;10235;14;5501;1326;8450;1022;3115;9325;177;126;0.0;2;8;88341;11.92
587;2008;16;10235;25;5501;1326;8450;1022;3115;9325;177;126;8364.2;2;8;88341;0.33
633;2008;16;10251;15;271;131;1178;79;215;1040;10;10;34249.65;2;8;5886;13.78
634;2008;16;10251;33;271;131;1178;79;215;1040;10;10;31224.5;2;6;5886;16.0
635;2008;16;10251;25;271;131;1178;79;215;1040;10;10;0.0;2;4;5886;11.82
661;2008;16;10278;15;685;296;1809;424;767;1445;57;46;5000.0;4;6;11060;4.63
662;2008;16;10278;40;685;296;1809;424;767;1445;57;46;58314.54;2;8;11060;17.8
663;2008;16;10278;14;685;296;1809;424;767;1445;57;46;21373.41;2;6;11060;14.88
692;2008;16;10294;14;3212;592;7408;550;1075;6860;131;86;74571.41;2;7;39856;19.45
693;2008;16;10294;22;3212;592;7408;550;1075;6860;131;86;9722.42;4;8;39856;17.19
694;2008;16;10294;50;3212;592;7408;550;1075;6860;131;86;145.0;2;3;39856;0.09
722;2008;16;10626;14;128;61;661;35;137;1474;3;2;13610.0;2;6;5010;40.78
735;2008;16;12335;15;648;42;742;54;121;782;11;15;10260.0;2;4;4834;34.01
753;2008;16;10316;12;756;359;2570;275;790;3078;34;39;8228.32;2;6;15902;12.6
754;2008;16;10316;45;756;359;2570;275;790;3078;34;39;24950.0;2;8;15902;14.41
755;2008;16;10316;14;756;359;2570;275;790;3078;34;39;36429.4;2;4;15902;12.31
799;2008;16;10332;40;430;188;1460;218;395;1075;36;29;7520.29;4;8;7712;20.41
800;2008;16;10332;14;430;188;1460;218;395;1075;36;29;31497.34;2;6;7712;21.97
829;2008;16;12122;12;844;79;1038;23;212;2396;4;6;2021.2;2;3;9236;20.08
830;2008;16;12122;40;844;79;1038;23;212;2396;4;6;6060.0;2;4;9236;19.56
846;2008;16;10669;15;813;198;1626;121;337;1605;31;22;33716.41;2;8;9526;16.87
847;2008;16;10669;25;813;198;1626;121;337;1605;31;22;51814.2;2;8;9526;23.39
881;2008;16;10359;40;441;305;1498;324;674;1595;68;53;14964.29;2;8;9924;21.31
882;2008;16;10359;11;441;305;1498;324;674;1595;68;53;44595.13;2;8;9924;25.09
904;2008;16;10375;14;1364;435;3987;876;1692;4184;243;190;175758.51;2;8;25974;24.52
905;2008;16;10375;40;1364;435;3987;876;1692;4184;243;190;42540.5;2;8;25974;1.88
906;2008;16;10375;50;1364;435;3987;876;1692;4184;243;190;80.0;2;6;25974;0.39
907;2008;16;10375;11;1364;435;3987;876;1692;4184;243;190;17005.83;2;8;25974;15.65
948;2008;16;10065;13;980;218;1330;157;259;1840;9;24;32883.63;4;8;9634;9.67
949;2008;16;10065;27;980;218;1330;157;259;1840;9;24;1006.5;2;8;9634;12.31
950;2008;16;10065;14;980;218;1330;157;259;1840;9;24;37742.89;2;8;9634;20.98
1001;2008;16;10081;15;471;131;1427;113;225;1554;14;12;18800.0;2;4;7894;19.04
1002;2008;16;10081;14;471;131;1427;113;225;1554;14;12;22689.1;2;6;7894;23.59
1026;2008;16;12149;15;802;109;1487;66;233;1249;14;13;0.0;4;3;7948;12.37
1027;2008;16;12149;10;802;109;1487;66;233;1249;14;13;4630.0;4;8;7948;5.79
1028;2008;16;12149;70;802;109;1487;66;233;1249;14;13;20163.3;2;3;7948;18.51
1029;2008;16;12149;15;802;109;1487;66;233;1249;14;13;0.0;2;4;7948;12.37
1069;2008;16;10006;12;1277;151;1312;195;506;2413;27;27;2350.0;2;8;11834;9.95
1070;2008;16;10006;45;1277;151;1312;195;506;2413;27;27;20300.0;2;8;11834;15.78
1071;2008;16;10006;14;1277;151;1312;195;506;2413;27;27;13140.0;2;6;11834;13.14
1102;2008;16;10642;14;966;55;970;39;95;1162;6;3;20865.0;2;3;6618;32.09
1103;2008;16;10642;10;966;55;970;39;95;1162;6;3;0.0;2;4;6618;5.82
1121;2008;16;10391;28;3474;528;3513;411;1150;4963;82;63;23186.65;4;8;28376;15.61
1122;2008;16;10391;45;3474;528;3513;411;1150;4963;82;63;894.0;2;6;28376;0.86
1123;2008;16;10391;15;3474;528;3513;411;1150;4963;82;63;104505.61;4;8;28376;23.77
1162;2008;16;10103;14;1069;213;1681;99;335;2007;17;17;22966.96;2;8;10892;22.89
1163;2008;16;10103;25;1069;213;1681;99;335;2007;17;17;34285.49;2;4;10892;18.84
1186;2008;16;10120;45;1071;282;2024;130;522;2569;19;20;30074.02;2;8;13278;19.24
1187;2008;16;10120;14;1071;282;2024;130;522;2569;19;20;47702.0;2;5;13278;20.16
1217;2008;16;12343;15;512;83;809;83;196;919;18;35;20650.06;2;8;5310;31.86
1218;2008;16;12343;13;512;83;809;83;196;919;18;35;4832.7;2;3;5310;8.61
1238;2008;16;12572;10;921;138;1091;188;365;2494;34;29;74101.42;2;8;10532;19.77
1239;2008;16;12572;12;921;138;1091;188;365;2494;34;29;3320.0;4;6;10532;1.34
1240;2008;16;12572;45;921;138;1091;188;365;2494;34;29;8650.25;2;8;10532;1.23
1241;2008;16;12572;40;921;138;1091;188;365;2494;34;29;7356.84;4;8;10532;19.08
1281;2008;16;10146;45;1011;96;1058;75;284;1517;23;26;5152.0;2;6;8198;0.95
1282;2008;16;10146;22;1011;96;1058;75;284;1517;23;26;3056.3;2;6;8198;18.28
1283;2008;16;10146;14;1011;96;1058;75;284;1517;23;26;16282.0;2;3;8198;22.21
1284;2008;16;10146;14;1011;96;1058;75;284;1517;23;26;6000.0;2;6;8198;22.21
1305;2008;16;10413;15;391;114;1268;126;202;1958;19;12;24678.6;2;6;8208;23.76
1306;2008;16;10413;40;391;114;1268;126;202;1958;19;12;14997.3;2;8;8208;18.77
1329;2008;16;12351;14;442;51;1574;111;240;1456;9;9;73572.87;2;3;7794;23.44
1330;2008;16;12351;40;442;51;1574;111;240;1456;9;9;9305.0;2;2;7794;18.5
1350;2008;16;10723;14;1213;112;1064;101;261;1348;29;26;7410.0;2;4;8310;17.69
1351;2008;16;10723;65;1213;112;1064;101;261;1348;29;26;19415.0;2;8;8310;9.93
1352;2008;16;10723;40;1213;112;1064;101;261;1348;29;26;13561.14;2;6;8310;14.92
1376;2008;16;10740;14;817;183;1592;133;244;1614;26;15;12922.19;2;6;9254;22.13
1377;2008;16;10740;40;817;183;1592;133;244;1614;26;15;20632.32;2;6;9254;19.26
1412;2008;16;10430;33;3997;2331;9902;2643;4329;9521;520;391;2700.0;2;7;101605;0.11
1413;2008;16;10430;50;3997;2331;9902;2643;4329;9521;520;391;1147.85;2;6;101605;0.1
1414;2008;16;10430;15;3997;2331;9902;2643;4329;9521;520;391;18000.0;2;4;101605;0.43
1415;2008;16;10430;40;3997;2331;9902;2643;4329;9521;520;391;0.0;4;8;101605;11.36
1416;2008;16;10430;10;3997;2331;9902;2643;4329;9521;520;391;0.0;2;8;101605;0.5
1417;2008;16;10430;23;3997;2331;9902;2643;4329;9521;520;391;204600.0;2;8;101605;13.31
1418;2008;16;10430;13;3997;2331;9902;2643;4329;9521;520;391;136572.65;2;6;101605;12.38
1419;2008;16;10430;13;3997;2331;9902;2643;4329;9521;520;391;0.0;2;6;101605;13.64
1576;2008;16;10162;12;326;106;1117;170;286;1086;22;12;20495.0;2;8;6254;10.54
1577;2008;16;10162;14;326;106;1117;170;286;1086;22;12;25160.0;4;7;6254;15.01
1578;2008;16;10162;13;326;106;1117;170;286;1086;22;12;27448.36;2;6;6254;15.21
1618;2008;16;10456;23;3360;420;4195;516;1261;4583;88;77;26900.0;2;8;29142;15.98
1619;2008;16;10456;25;3360;420;4195;516;1261;4583;88;77;25530.0;2;8;29142;9.36
1620;2008;16;10456;11;3360;420;4195;516;1261;4583;88;77;0.0;4;6;29142;13.32
1661;2008;16;10472;14;1489;282;2652;227;705;2339;21;23;13148.6;2;8;15488;13.42
1662;2008;16;10472;25;1489;282;2652;227;705;2339;21;23;28750.0;2;8;15488;21.31
1663;2008;16;10472;15;1489;282;2652;227;705;2339;21;23;10812.0;4;8;15488;3.6
1699;2008;16;10707;45;417;64;1099;83;205;1277;15;18;41877.85;2;2;6368;24.62
1700;2008;16;10707;40;417;64;1099;83;205;1277;15;18;7867.0;2;6;6368;16.66
1725;2008;16;10499;14;1690;188;1735;287;601;2301;50;44;0.0;4;3;21164;13.29
1726;2008;16;10499;14;1690;188;1735;287;601;2301;50;44;40595.0;2;8;21164;15.05
1727;2008;16;10499;13;1690;188;1735;287;601;2301;50;44;48212.65;2;8;21164;12.64
1728;2008;16;10499;13;1690;188;1735;287;601;2301;50;44;0.0;2;8;21164;14.63
1762;2008;16;12670;13;1542;130;945;80;145;1793;5;11;4557.0;2;3;9302;18.45
1763;2008;16;12670;45;1542;130;945;80;145;1793;5;11;31158.68;2;3;9302;21.79
1764;2008;16;12670;14;1542;130;945;80;145;1793;5;11;1434.0;2;6;9302;1.3
1793;2008;16;12165;14;714;96;1022;63;228;1577;9;6;15909.51;2;6;7438;27.48
1794;2008;16;12165;40;714;96;1022;63;228;1577;9;6;11600.0;2;8;7438;15.26
1814;2008;16;10510;13;3027;831;4992;386;988;4634;90;79;17015.0;2;7;30154;15.79
1815;2008;16;10510;14;3027;831;4992;386;988;4634;90;79;83688.02;2;6;30154;19.61
1840;2008;16;12688;40;1291;99;858;90;191;1446;21;16;10224.89;4;6;8030;22.37
1841;2008;16;12688;13;1291;99;858;90;191;1446;21;16;7935.0;2;3;8030;20.09
1868;2008;16;10537;15;5246;403;6025;344;865;6183;39;45;3250.0;2;8;38314;7.25
1869;2008;16;10537;25;5246;403;6025;344;865;6183;39;45;80030.0;2;6;38314;15.17
1870;2008;16;10537;14;5246;403;6025;344;865;6183;39;45;26836.0;2;5;38314;3.11
1871;2008;16;10537;45;5246;403;6025;344;865;6183;39;45;8070.4;2;8;38314;11.49
1946;2008;16;12360;13;706;138;1262;66;230;1569;11;7;7065.99;4;8;7978;14.3
1947;2008;16;12360;40;706;138;1262;66;230;1569;11;7;8570.0;2;2;7978;22.71
1973;2008;16;12696;40;1197;59;1476;66;107;1584;6;11;12076.15;2;3;9012;24.77
1974;2008;16;12696;25;1197;59;1476;66;107;1584;6;11;15360.0;2;6;9012;15.89
1975;2008;16;12696;40;1197;59;1476;66;107;1584;6;11;3594.25;2;5;9012;24.77
1990;2008;16;10189;14;381;171;1502;262;341;1117;43;41;16272.79;2;8;7728;17.51
1991;2008;16;10189;45;381;171;1502;262;341;1117;43;41;29953.7;2;4;7728;24.69
1992;2008;16;10189;65;381;171;1502;262;341;1117;43;41;12201.0;2;8;7728;1.58
2023;2008;16;10200;23;726;250;1677;261;597;1001;37;34;31474.0;2;4;9172;19.27
2024;2008;16;10200;14;726;250;1677;261;597;1001;37;34;91509.74;2;8;9172;21.29
2058;2008;16;10227;15;1218;113;1953;123;378;1985;28;28;49978.95;4;6;11668;20.27
2059;2008;16;10227;13;1218;113;1953;123;378;1985;28;28;17322.51;2;6;11668;17.24
2087;2008;16;10553;14;530;110;1297;119;210;1694;22;20;35151.42;2;8;8044;22.54
2088;2008;16;10553;45;530;110;1297;119;210;1694;22;20;0.0;2;2;8044;18.93
2089;2008;16;10553;40;530;110;1297;119;210;1694;22;20;42915.0;4;7;8044;18.93
2111;2008;16;10243;14;382;178;1554;184;384;1602;20;20;27236.6;2;5;13168;9.36
2112;2008;16;10243;23;382;178;1554;184;384;1602;20;20;0.0;2;8;13168;15.86
2113;2008;16;10243;11;382;178;1554;184;384;1602;20;20;0.0;4;6;13168;11.01
2114;2008;16;10243;15;382;178;1554;184;384;1602;20;20;27160.0;2;4;13168;8.82
2115;2008;16;10243;14;382;178;1554;184;384;1602;20;20;0.0;4;8;13168;0.16
2142;2008;16;10570;40;1968;907;5090;972;1966;5112;246;212;0.0;4;6;33024;9.87
2143;2008;16;10570;13;1968;907;5090;972;1966;5112;246;212;9450.0;2;8;33024;6.83
2144;2008;16;10570;25;1968;907;5090;972;1966;5112;246;212;148435.59;2;8;33024;6.99
2145;2008;16;10570;43;1968;907;5090;972;1966;5112;246;212;15200.0;2;8;33024;0.36
2146;2008;16;10570;15;1968;907;5090;972;1966;5112;246;212;55662.0;2;6;33024;16.34
2147;2008;16;10570;40;1968;907;5090;972;1966;5112;246;212;110076.8;2;6;33024;9.87
2195;2008;16;10596;40;719;272;1731;220;474;1836;28;18;0.0;2;8;15875;11.22
2196;2008;16;10596;40;719;272;1731;220;474;1836;28;18;50935.0;2;8;15875;15.29
2197;2008;16;10596;14;719;272;1731;220;474;1836;28;18;35328.63;4;7;15875;14.26
2198;2008;16;10596;14;719;272;1731;220;474;1836;28;18;0.0;2;8;15875;16.01
2224;2008;16;10618;15;850;211;2915;311;592;1832;43;38;0.0;2;7;13614;16.65
2225;2008;16;10618;40;850;211;2915;311;592;1832;43;38;0.0;2;4;13614;1.54
2226;2008;16;10618;33;850;211;2915;311;592;1832;43;38;53783.9;2;4;13614;21.56
2265;2008;16;10634;45;678;397;3419;299;820;2125;50;54;84000.0;2;8;15748;18.95
2266;2008;16;10634;12;678;397;3419;299;820;2125;50;54;7000.0;4;8;15748;1.84
2267;2008;16;10634;22;678;397;3419;299;820;2125;50;54;67240.0;2;3;15748;21.48
2294;2008;16;10766;14;583;83;1134;155;288;1683;32;30;48013.0;2;6;7988;19.3
2295;2008;16;10766;33;583;83;1134;155;288;1683;32;30;800.0;2;8;7988;1.19
2296;2008;16;10766;40;583;83;1134;155;288;1683;32;30;20400.0;2;6;7988;22.62
2340;2008;16;12181;40;691;73;756;40;206;1397;3;4;14100.0;2;4;6342;28.67
2341;2008;16;12181;15;691;73;756;40;206;1397;3;4;0.0;2;2;6342;12.95
2342;2008;16;12181;11;691;73;756;40;206;1397;3;4;0.0;4;6;6342;12.95
2362;2008;16;12580;10;463;164;1392;282;424;896;29;37;5160.0;2;6;7388;18.64
2363;2008;16;12580;11;463;164;1392;282;424;896;29;37;20221.61;2;6;7388;25.72
2403;2008;16;10650;15;1170;492;3250;520;1209;3033;74;68;1922.0;4;7;19646;12.28
2404;2008;16;10650;15;1170;492;3250;520;1209;3033;74;68;0.0;4;3;19646;12.28
2405;2008;16;10650;23;1170;492;3250;520;1209;3033;74;68;7573.0;2;6;19646;15.09
2406;2008;16;10650;14;1170;492;3250;520;1209;3033;74;68;17573.75;2;7;19646;12.22
2461;2008;16;12297;11;554;243;1863;257;484;2074;28;25;20788.0;2;4;11066;22.44
2462;2008;16;12297;15;554;243;1863;257;484;2074;28;25;17161.07;2;4;11066;19.88
2488;2008;16;10677;28;798;273;2188;267;658;1534;42;49;22003.1;2;6;17733;13.14
2489;2008;16;10677;14;798;273;2188;267;658;1534;42;49;42944.0;2;6;17733;15.18
2490;2008;16;10677;28;798;273;2188;267;658;1534;42;49;0.0;4;8;17733;14.54
2491;2008;16;10677;13;798;273;2188;267;658;1534;42;49;0.0;2;8;17733;0.24
2492;2008;16;10677;40;798;273;2188;267;658;1534;42;49;0.0;2;2;17733;14.46
2517;2008;16;10685;40;658;220;2505;106;345;3039;17;20;79384.1;2;8;13836;26.92
2518;2008;16;10685;45;658;220;2505;106;345;3039;17;20;80960.0;2;4;13836;13.78
2519;2008;16;10685;23;658;220;2505;106;345;3039;17;20;24323.5;2;8;13836;0.67
2548;2008;16;11410;15;744;60;1044;72;191;1265;15;18;17162.0;2;8;6824;23.74
2569;2008;16;10693;40;1684;376;4510;576;1065;3266;147;113;11833.2;2;8;23488;23.96
2570;2008;16;10693;13;1684;376;4510;576;1065;3266;147;113;17146.71;2;8;23488;12.77
2596;2008;16;10715;25;634;136;1303;230;376;899;33;29;15416.5;2;8;7294;20.99
2597;2008;16;10715;45;634;136;1303;230;376;899;33;29;21900.0;4;6;7294;22.29
2622;2008;16;10731;13;4461;868;9810;1060;2446;7732;177;100;190358.18;2;8;53360;15.61
2623;2008;16;10731;45;4461;868;9810;1060;2446;7732;177;100;5252.4;4;8;53360;0.58
2624;2008;16;10731;25;4461;868;9810;1060;2446;7732;177;100;15045.0;2;7;53360;9.21
2625;2008;16;10731;15;4461;868;9810;1060;2446;7732;177;100;40512.0;2;6;53360;3.83
2626;2008;16;10731;14;4461;868;9810;1060;2446;7732;177;100;21147.31;2;8;53360;8.23
2709;2008;16;10260;45;519;118;1510;118;273;1634;15;10;7024.5;4;6;8412;17.99
2710;2008;16;10260;14;519;118;1510;118;273;1634;15;10;57508.9;2;6;8412;21.27
2735;2008;16;10758;12;602;168;796;97;226;1602;12;14;15070.0;2;4;7058;16.46
2736;2008;16;10758;14;602;168;796;97;226;1602;12;14;40011.68;2;8;7058;17.97
2737;2008;16;10758;13;602;168;796;97;226;1602;12;14;28069.0;2;8;7058;8.32
2771;2008;16;12637;14;387;28;720;56;121;959;11;10;9624.2;2;8;4586;19.17
2772;2008;16;12637;40;387;28;720;56;121;959;11;10;16686.12;2;8;4586;23.31
2793;2008;16;10774;14;2851;2161;12283;4377;6818;8714;880;605;391002.17;2;6;77454;22.22
2794;2008;16;10774;25;2851;2161;12283;4377;6818;8714;880;605;308254.4;2;8;77454;3.46
2954;2008;16;10790;15;420;211;1187;264;494;1425;35;22;13291.58;2;8;12312;16.03
2955;2008;16;10790;23;420;211;1187;264;494;1425;35;22;0.0;2;8;12312;15.56
2956;2008;16;10790;11;420;211;1187;264;494;1425;35;22;18607.5;2;6;12312;11.07
2957;2008;16;10790;11;420;211;1187;264;494;1425;35;22;0.0;4;6;12312;13.04
2984;2008;16;10812;11;337;161;1555;190;424;1383;16;10;20692.22;2;4;8164;20.75
2985;2008;16;10812;12;337;161;1555;190;424;1383;16;10;14550.0;2;6;8164;19.32
3007;2008;16;12378;40;559;48;703;46;105;608;14;6;9100.0;2;6;4184;34.25
3008;2008;16;12378;13;559;48;703;46;105;608;14;6;8052.9;2;8;4184;5.21
3019;2008;16;10839;14;1338;228;1906;440;799;2163;97;94;45257.5;2;6;14174;25.02
3020;2008;16;10839;40;1338;228;1906;440;799;2163;97;94;7250.0;2;6;14174;19.95
3039;2008;16;10855;40;1589;333;2367;414;845;2704;87;95;2515.0;4;8;25558;0.51
