ANO_ELEICAO;CODIGO_ESTADO;CODIGO_MUNICIPIO;NUMERO_PARTIDO;TOTAL_VOTOS;ANALFABETO;ENSINO_FUNDAMENTAL_COMPLETO;ENSINO_FUNDAMENTAL_INCOMPLETO;ENSINO_MEDIO_COMPLETO;ENSINO_MEDIO_INCOMPLETO;LE_E_ESCREVE;SUPERIOR_COMPLETO;SUPERIOR_INCOMPLETO;TOTAL_GASTO;CODIGO_SIT_CAND_TOT;SEXO;COD_GRAU_INSTRUCAO
2739;2008;6;13854;43;9768;7637;4598;23806;7974;15577;15379;2318;1434;17127.0;4.0;2;8
2740;2008;6;13854;25;507;7637;4598;23806;7974;15577;15379;2318;1434;5445.0;4.0;2;8
2741;2008;6;13854;45;29495;7637;4598;23806;7974;15577;15379;2318;1434;88920.0;1.0;2;8
2851;2008;6;15881;45;4788;2524;574;2745;176;1660;5577;39;21;102659.47;1.0;4;8
2852;2008;6;15881;40;4346;2524;574;2745;176;1660;5577;39;21;118839.52;4.0;4;8
2887;2008;6;15890;45;7463;1706;742;4499;302;2222;8251;58;45;183152.3;1.0;2;4
2888;2008;6;15890;40;6648;1706;742;4499;302;2222;8251;58;45;85036.96;4.0;2;3
2920;2008;6;15989;45;3508;890;190;1381;135;668;2631;15;6;59941.5;1.0;2;6
2921;2008;6;15989;12;1743;890;190;1381;135;668;2631;15;6;12549.4;4.0;4;8
2943;2008;6;13200;10;1702;758;109;1601;187;543;1415;20;14;46386.8;4.0;2;6
2944;2008;6;13200;45;2062;758;109;1601;187;543;1415;20;14;17207.6;1.0;2;6
2963;2008;6;13226;40;18170;2228;1791;11248;2314;5016;7136;495;327;145398.51;1.0;2;8
2964;2008;6;13226;17;89;2228;1791;11248;2314;5016;7136;495;327;2500.0;4.0;2;6
2965;2008;6;13226;22;3765;2228;1791;11248;2314;5016;7136;495;327;142466.95;4.0;2;8
3054;2008;6;13870;17;7954;2004;518;5121;677;2145;4729;114;84;9870.0;1.0;2;8
3055;2008;6;13870;45;72;2004;518;5121;677;2145;4729;114;84;0.0;4.0;2;8
3056;2008;6;13870;40;4162;2004;518;5121;677;2145;4729;114;84;0.0;4.0;2;8
3079;2008;6;15911;14;7957;1880;572;5760;485;2259;4705;98;88;236406.51;1.0;2;8
3080;2008;6;15911;10;5013;1880;572;5760;485;2259;4705;98;88;138225.28;4.0;2;4
3133;2008;6;13897;22;4828;50560;117732;431769;251124;319055;197406;67121;48214;50758.17;4.0;2;8
3134;2008;6;13897;36;8232;50560;117732;431769;251124;319055;197406;67121;48214;68911.0;4.0;2;8
3135;2008;6;13897;21;1636;50560;117732;431769;251124;319055;197406;67121;48214;4065.0;4.0;2;8
3136;2008;6;13897;23;6235;50560;117732;431769;251124;319055;197406;67121;48214;0.0;10.0;2;8
3137;2008;6;13897;13;593778;50560;117732;431769;251124;319055;197406;67121;48214;4713021.47;1.0;4;8
3138;2008;6;13897;25;295921;50560;117732;431769;251124;319055;197406;67121;48214;605631.64;4.0;2;8
3139;2008;6;13897;20;22874;50560;117732;431769;251124;319055;197406;67121;48214;46000.36;4.0;2;8
3140;2008;6;13897;12;183136;50560;117732;431769;251124;319055;197406;67121;48214;4181848.44;4.0;4;8
3141;2008;6;13897;50;67080;50560;117732;431769;251124;319055;197406;67121;48214;39961.76;4.0;2;8
3142;2008;6;13897;23;6235;50560;117732;431769;251124;319055;197406;67121;48214;0.0;4.0;2;7
13837;2008;6;13501;14;4749;1378;351;2962;444;1676;3481;81;46;0.0;1.0;4;8
13838;2008;6;13501;11;4733;1378;351;2962;444;1676;3481;81;46;142898.68;4.0;2;8
13839;2008;6;13501;40;4749;1378;351;2962;444;1676;3481;81;46;61666.0;10.0;2;7
13869;2008;6;13919;15;3715;1449;322;2264;274;1272;3675;76;38;62213.8;4.0;2;8
13870;2008;6;13919;40;3782;1449;322;2264;274;1272;3675;76;38;97000.0;1.0;2;8
13902;2008;6;13935;23;2181;587;213;1449;301;574;1954;51;40;3814.6;4.0;2;6
13903;2008;6;13935;10;2427;587;213;1449;301;574;1954;51;40;156720.0;1.0;4;8
13936;2008;6;13951;15;1163;7163;493;9660;733;2927;12318;227;134;33916.25;4.0;2;8
13937;2008;6;13951;45;12772;7163;493;9660;733;2927;12318;227;134;169752.0;1.0;2;8
13938;2008;6;13951;23;12736;7163;493;9660;733;2927;12318;227;134;104536.07;4.0;2;8
13984;2008;6;13978;40;310;533;116;1360;170;402;2072;45;22;33608.71;4.0;2;7
13985;2008;6;13978;45;1875;533;116;1360;170;402;2072;45;22;40149.3;1.0;2;6
13986;2008;6;13978;22;1685;533;116;1360;170;402;2072;45;22;8250.0;4.0;2;4
13987;2008;6;13978;22;1685;533;116;1360;170;402;2072;45;22;7424.0;10.0;2;2
14009;2008;6;13064;65;4021;2016;193;3654;91;832;4939;18;23;32255.0;1.0;4;8
14010;2008;6;13064;10;3970;2016;193;3654;91;832;4939;18;23;14600.0;4.0;4;5
14034;2008;6;13994;13;1695;705;296;2403;343;1043;2536;85;63;37439.5;4.0;2;6
14035;2008;6;13994;23;457;705;296;2403;343;1043;2536;85;63;25925.13;4.0;2;8
14036;2008;6;13994;40;1753;705;296;2403;343;1043;2536;85;63;50000.0;4.0;4;8
14037;2008;6;13994;14;2131;705;296;2403;343;1043;2536;85;63;32322.0;1.0;2;8
14078;2008;6;13242;15;172;2614;697;5180;712;1986;5703;106;80;0.0;4.0;2;8
14079;2008;6;13242;13;6288;2614;697;5180;712;1986;5703;106;80;0.0;4.0;2;8
14080;2008;6;13242;45;7139;2614;697;5180;712;1986;5703;106;80;88606.66;1.0;2;4
14081;2008;6;13242;22;184;2614;697;5180;712;1986;5703;106;80;0.0;4.0;2;6
14082;2008;6;13242;19;253;2614;697;5180;712;1986;5703;106;80;0.0;4.0;2;6
14143;2008;6;14010;10;9403;4517;1063;7066;866;3036;11645;196;114;35734.02;4.0;2;6
14144;2008;6;14010;45;10951;4517;1063;7066;866;3036;11645;196;114;127095.0;1.0;2;8
14175;2008;6;14036;45;1210;426;212;1383;407;809;1412;116;48;18034.0;4.0;2;4
14176;2008;6;14036;40;1224;426;212;1383;407;809;1412;116;48;12600.0;4.0;2;6
14177;2008;6;14036;22;1798;426;212;1383;407;809;1412;116;48;21471.88;1.0;2;6
14216;2008;6;14052;45;7096;1859;540;4509;496;1440;5836;115;71;29300.0;1.0;2;8
14217;2008;6;14052;40;4419;1859;540;4509;496;1440;5836;115;71;49903.0;4.0;2;8
14250;2008;6;13188;65;1081;3234;1664;10765;2820;5085;10493;260;191;35854.0;4.0;4;8
14251;2008;6;13188;36;196;3234;1664;10765;2820;5085;10493;260;191;0.0;4.0;2;2
14252;2008;6;13188;45;15391;3234;1664;10765;2820;5085;10493;260;191;333836.3;1.0;2;5
14253;2008;6;13188;11;12924;3234;1664;10765;2820;5085;10493;260;191;19400.0;4.0;2;2
14335;2008;6;14060;40;4169;1339;466;2700;439;1031;2877;58;39;41100.0;1.0;2;6
14336;2008;6;14060;13;133;1339;466;2700;439;1031;2877;58;39;8420.65;4.0;2;3
14337;2008;6;14060;45;3786;1339;466;2700;439;1031;2877;58;39;47025.0;4.0;2;3
14374;2008;6;14079;15;5531;1908;643;4844;589;2005;6771;131;91;53092.4;4.0;2;8
14375;2008;6;14079;45;5801;1908;643;4844;589;2005;6771;131;91;47437.78;10.0;4;8
14376;2008;6;14079;13;979;1908;643;4844;589;2005;6771;131;91;10983.0;4.0;2;7
14377;2008;6;14079;14;5801;1908;643;4844;589;2005;6771;131;91;0.0;1.0;2;8
14416;2008;6;15920;45;4258;966;571;2928;648;1142;2845;70;52;54811.2;1.0;2;6
14417;2008;6;15920;10;4155;966;571;2928;648;1142;2845;70;52;175780.03;4.0;2;8
14418;2008;6;15920;65;119;966;571;2928;648;1142;2845;70;52;0.0;4.0;2;8
14462;2008;6;15938;13;6268;2619;397;4322;500;1962;4624;81;64;121301.0;4.0;2;8
14463;2008;6;15938;14;4205;2619;397;4322;500;1962;4624;81;64;0.0;4.0;2;6
14464;2008;6;15938;45;6537;2619;397;4322;500;1962;4624;81;64;77106.74;1.0;2;4
14465;2008;6;15938;13;6650;2619;397;4322;500;1962;4624;81;64;0.0;1.0;2;7
14466;2008;6;15938;15;4205;2619;397;4322;500;1962;4624;81;64;0.0;10.0;2;8
14508;2008;6;14095;27;16321;8297;1996;15694;2134;5526;14232;240;143;2000.0;4.0;2;7
14509;2008;6;14095;15;17896;8297;1996;15694;2134;5526;14232;240;143;99558.6;1.0;2;6
14580;2008;6;14117;15;30573;8562;2841;16198;4568;10560;22231;850;541;700148.49;1.0;2;8
14581;2008;6;14117;50;200;8562;2841;16198;4568;10560;22231;850;541;2341.0;4.0;4;8
14582;2008;6;14117;17;53;8562;2841;16198;4568;10560;22231;850;541;0.0;4.0;2;3
14583;2008;6;14117;40;18548;8562;2841;16198;4568;10560;22231;850;541;226646.94;4.0;4;8
14584;2008;6;14117;13;1058;8562;2841;16198;4568;10560;22231;850;541;2550.0;4.0;2;8
14659;2008;6;14133;65;201;2775;1502;4665;926;2353;8237;112;55;5750.0;4.0;2;6
14660;2008;6;14133;19;145;2775;1502;4665;926;2353;8237;112;55;0.0;4.0;4;6
14661;2008;6;14133;15;8566;2775;1502;4665;926;2353;8237;112;55;30642.76;1.0;2;8
14662;2008;6;14133;40;6721;2775;1502;4665;926;2353;8237;112;55;14500.0;4.0;2;8
14701;2008;6;13340;40;3072;1703;268;2591;267;963;3633;41;16;17100.0;4.0;2;3
14702;2008;6;13340;15;3546;1703;268;2591;267;963;3633;41;16;112800.0;1.0;2;8
14723;2008;6;14150;15;3825;1689;275;2308;445;1028;2424;88;36;20359.5;1.0;2;8
14724;2008;6;14150;13;2989;1689;275;2308;445;1028;2424;88;36;15783.2;4.0;2;6
14725;2008;6;14150;45;125;1689;275;2308;445;1028;2424;88;36;0.0;4.0;2;6
14754;2008;6;14176;45;10082;7496;842;7153;1193;4120;10036;244;103;0.0;4.0;4;8
14755;2008;6;14176;15;11819;7496;842;7153;1193;4120;10036;244;103;186278.7;1.0;2;6
14787;2008;6;14192;40;10279;6555;1170;6665;813;2632;12871;141;70;150484.41;1.0;2;6
14817;2008;6;14214;40;3771;907;367;2925;560;1777;3267;55;39;14297.0;4.0;2;8
14818;2008;6;14214;10;4289;907;367;2925;560;1777;3267;55;39;71565.79;1.0;2;6
14848;2008;6;14230;40;5082;2398;662;4140;548;1799;6301;68;56;37298.04;4.0;2;8
14849;2008;6;14230;31;7924;2398;662;4140;548;1799;6301;68;56;8260.0;1.0;2;8
14911;2008;6;13480;40;9357;2527;1124;7703;1083;2910;7962;120;97;153865.7;1.0;2;8
14912;2008;6;13480;31;2266;2527;1124;7703;1083;2910;7962;120;97;19938.82;4.0;2;6
14913;2008;6;13480;11;7979;2527;1124;7703;1083;2910;7962;120;97;42422.3;4.0;2;8
14990;2008;6;14257;45;2950;420;243;1574;432;1051;1809;76;41;83200.0;1.0;2;8
14991;2008;6;14257;13;2141;420;243;1574;432;1051;1809;76;41;30340.0;4.0;2;8
15022;2008;6;14273;14;13815;4464;1635;8596;1694;4310;13104;252;184;137911.25;4.0;2;7
15023;2008;6;14273;11;14082;4464;1635;8596;1694;4310;13104;252;184;45445.75;1.0;2;8
15024;2008;6;14273;43;505;4464;1635;8596;1694;4310;13104;252;184;524.0;4.0;2;8
15101;2008;6;14290;17;534;10508;3418;23376;5458;11863;18004;744;518;0.0;4.0;2;4
15102;2008;6;14290;40;25451;10508;3418;23376;5458;11863;18004;744;518;389660.0;4.0;2;8
15103;2008;6;14290;45;31106;10508;3418;23376;5458;11863;18004;744;518;331000.0;1.0;2;8
15197;2008;6;14311;13;592;2108;603;3854;611;1874;5269;67;40;3344.0;4.0;4;8
15198;2008;6;14311;11;893;2108;603;3854;611;1874;5269;67;40;19720.82;4.0;2;8
15199;2008;6;14311;45;4108;2108;603;3854;611;1874;5269;67;40;46885.0;1.0;2;8
15200;2008;6;14311;15;2632;2108;603;3854;611;1874;5269;67;40;50289.0;4.0;2;7
15201;2008;6;14311;12;3895;2108;603;3854;611;1874;5269;67;40;25211.53;4.0;2;3
15254;2008;6;15954;36;7724;3233;1040;6854;631;2871;10425;67;44;112143.92;4.0;2;2
15255;2008;6;15954;45;294;3233;1040;6854;631;2871;10425;67;44;12947.35;4.0;4;8
15256;2008;6;15954;15;12678;3233;1040;6854;631;2871;10425;67;44;183916.19;1.0;2;2
15291;2008;6;14338;23;3500;2812;340;4277;344;1086;5257;56;38;0.0;4.0;2;7
15292;2008;6;14338;10;7640;2812;340;4277;344;1086;5257;56;38;101293.1;1.0;2;5
15347;2008;6;14354;45;5482;1969;496;3762;818;1692;5449;92;56;81045.42;4.0;2;6
15348;2008;6;14354;15;6236;1969;496;3762;818;1692;5449;92;56;69356.5;1.0;2;5
15374;2008;6;14370;43;3420;1041;245;2321;362;1038;2616;83;41;56678.81;1.0;2;8
15375;2008;6;14370;10;2904;1041;245;2321;362;1038;2616;83;41;104622.04;4.0;4;8
15410;2008;6;14397;15;7245;3623;909;8321;1616;4424;8096;287;156;40382.4;4.0;2;6
15411;2008;6;14397;44;2263;3623;909;8321;1616;4424;8096;287;156;82125.0;4.0;2;6
15412;2008;6;14397;10;10850;3623;909;8321;1616;4424;8096;287;156;212281.46;1.0;2;8
15458;2008;6;14419;40;10253;4017;1021;6208;1228;3655;8518;167;102;45094.65;4.0;4;6
15459;2008;6;14419;15;10376;4017;1021;6208;1228;3655;8518;167;102;194450.1;1.0;2;3
15501;2008;6;14435;45;7601;2601;462;5268;859;2530;8790;166;114;0.0;4.0;4;8
15502;2008;6;14435;15;8385;2601;462;5268;859;2530;8790;166;114;82962.94;1.0;2;8
15503;2008;6;14435;13;6810;2601;462;5268;859;2530;8790;166;114;34000.26;4.0;2;8
15504;2008;6;14435;15;7853;2601;462;5268;859;2530;8790;166;114;0.0;1.0;2;7
15533;2008;6;14451;11;2676;741;223;1923;318;974;1869;52;36;32000.0;1.0;2;6
15534;2008;6;14451;45;2340;741;223;1923;318;974;1869;52;36;7700.0;4.0;2;6
15556;2008;6;13005;15;4830;1346;413;2819;251;1215;4397;61;37;87416.0;1.0;2;6
15557;2008;6;13005;40;231;1346;413;2819;251;1215;4397;61;37;12606.5;4.0;2;6
15558;2008;6;13005;45;3558;1346;413;2819;251;1215;4397;61;37;7666.99;4.0;2;6
15591;2008;6;14478;11;10637;14876;10536;48110;13993;27855;31317;2447;1761;12360.81;4.0;2;8
15592;2008;6;14478;13;67156;14876;10536;48110;13993;27855;31317;2447;1761;590438.32;1.0;2;8
15593;2008;6;14478;22;1110;14876;10536;48110;13993;27855;31317;2447;1761;100817.85;4.0;4;8
15594;2008;6;14478;45;37049;14876;10536;48110;13993;27855;31317;2447;1761;337300.0;4.0;2;8
15950;2008;6;14494;65;6994;2488;574;4115;493;2060;8090;65;34;0.0;1.0;2;7
15951;2008;6;14494;45;6986;2488;574;4115;493;2060;8090;65;34;0.0;4.0;2;6
15975;2008;6;14516;45;6404;4063;941;7678;1134;2912;7242;164;97;11612.68;10.0;2;7
15976;2008;6;14516;15;9392;4063;941;7678;1134;2912;7242;164;97;225437.14;1.0;4;6
15977;2008;6;14516;22;1616;4063;941;7678;1134;2912;7242;164;97;4485.0;4.0;2;8
15978;2008;6;14516;14;6404;4063;941;7678;1134;2912;7242;164;97;0.0;4.0;4;8
16024;2008;6;14532;22;9583;4813;1967;12049;2963;7598;9972;698;462;27713.3;4.0;4;8
16025;2008;6;14532;10;12730;4813;1967;12049;2963;7598;9972;698;462;281193.7;1.0;2;8
16026;2008;6;14532;45;11127;4813;1967;12049;2963;7598;9972;698;462;200886.3;4.0;2;8
16027;2008;6;14532;16;149;4813;1967;12049;2963;7598;9972;698;462;0.0;4.0;2;3
16088;2008;6;13021;11;4867;1742;472;4135;387;1423;3805;58;31;107975.0;4.0;2;7
16089;2008;6;13021;15;4938;1742;472;4135;387;1423;3805;58;31;62410.76;1.0;2;6
16133;2008;6;15857;25;672;5588;9661;46676;10698;26623;27707;904;721;0.0;4.0;2;8
16134;2008;6;15857;36;481;5588;9661;46676;10698;26623;27707;904;721;0.0;4.0;2;8
16135;2008;6;15857;22;87901;5588;9661;46676;10698;26623;27707;904;721;703611.05;1.0;2;8
16136;2008;6;15857;28;10053;5588;9661;46676;10698;26623;27707;904;721;21957.4;4.0;2;8
16137;2008;6;15857;50;1437;5588;9661;46676;10698;26623;27707;904;721;0.0;4.0;2;6
16553;2008;6;14559;15;11584;5384;4079;14935;3904;11466;23475;536;381;252001.58;4.0;2;8
16554;2008;6;14559;65;20371;5384;4079;14935;3904;11466;23475;536;381;227049.96;1.0;2;8
16555;2008;6;14559;40;19650;5384;4079;14935;3904;11466;23475;536;381;249476.85;4.0;2;8
16678;2008;6;14575;11;8872;1523;724;5225;795;1446;6128;90;58;291229.05;1.0;2;5
16679;2008;6;14575;45;6009;1523;724;5225;795;1446;6128;90;58;343619.13;4.0;2;6
16711;2008;6;14591;45;61;948;168;2658;262;819;2434;53;52;0.0;4.0;2;6
16712;2008;6;14591;22;3612;948;168;2658;262;819;2434;53;52;32110.0;1.0;2;6
16713;2008;6;14591;15;2716;948;168;2658;262;819;2434;53;52;15855.5;4.0;2;8
16755;2008;6;14613;40;9870;5783;920;8549;696;2663;5446;228;132;229512.29;4.0;2;7
16756;2008;6;14613;45;10023;5783;920;8549;696;2663;5446;228;132;160445.35;1.0;2;8
16778;2008;6;14630;13;13738;6905;1405;8720;1071;3371;9259;171;135;245734.7;1.0;2;6
16779;2008;6;14630;45;10239;6905;1405;8720;1071;3371;9259;171;135;160444.04;4.0;2;8
16834;2008;6;14656;13;3970;664;490;2792;496;992;2933;125;40;83957.2;1.0;2;6
16835;2008;6;14656;10;3473;664;490;2792;496;992;2933;125;40;44600.0;4.0;4;8
16875;2008;6;14672;40;7134;3755;581;7336;951;2652;6077;184;97;12852.0;4.0;2;8
16876;2008;6;14672;13;21;3755;581;7336;951;2652;6077;184;97;289.37;4.0;2;8
16877;2008;6;14672;15;9297;3755;581;7336;951;2652;6077;184;97;17582.4;1.0;2;8
16896;2008;6;15970;15;4380;1163;394;2911;500;1256;4136;52;17;42052.15;1.0;2;6
16897;2008;6;15970;45;3775;1163;394;2911;500;1256;4136;52;17;48790.0;4.0;2;6
16898;2008;6;15970;65;364;1163;394;2911;500;1256;4136;52;17;24746.85;4.0;4;6
16931;2008;6;14680;10;4291;1944;377;3648;421;1230;2639;64;43;43823.58;1.0;2;4
16932;2008;6;14680;65;4100;1944;377;3648;421;1230;2639;64;43;3343.0;4.0;2;8
16956;2008;6;14699;12;5889;4624;571;6810;1145;3053;9124;284;187;2020.0;4.0;2;6
16957;2008;6;14699;40;12691;4624;571;6810;1145;3053;9124;284;187;110348.25;1.0;2;8
16994;2008;6;14710;13;329;5339;1050;8770;1234;2883;12217;134;125;3770.0;4.0;2;4
16995;2008;6;14710;40;11556;5339;1050;8770;1234;2883;12217;134;125;168667.54;4.0;2;8
16996;2008;6;14710;45;12206;5339;1050;8770;1234;2883;12217;134;125;150445.6;1.0;2;8
17030;2008;6;14737;40;4365;2178;539;4437;408;1617;4179;74;39;25050.0;4.0;2;6
17031;2008;6;14737;17;1486;2178;539;4437;408;1617;4179;74;39;22786.82;4.0;2;8
17032;2008;6;14737;45;4748;2178;539;4437;408;1617;4179;74;39;55401.22;1.0;2;6
17067;2008;6;14753;65;1317;6464;2434;16462;2923;6459;17794;442;247;18224.0;4.0;2;8
17068;2008;6;14753;10;18999;6464;2434;16462;2923;6459;17794;442;247;136485.24;4.0;2;7
17069;2008;6;14753;15;21526;6464;2434;16462;2923;6459;17794;442;247;80388.0;1.0;2;7
17070;2008;6;14753;13;806;6464;2434;16462;2923;6459;17794;442;247;55049.05;4.0;2;8
17140;2008;6;14770;40;2619;747;219;2354;212;683;1788;48;25;36839.0;1.0;2;6
17141;2008;6;14770;22;2460;747;219;2354;212;683;1788;48;25;37330.0;4.0;2;4
17169;2008;6;14796;14;28;861;566;3983;320;1502;4741;50;25;39926.0;4.0;2;8
17170;2008;6;14796;13;5674;861;566;3983;320;1502;4741;50;25;4217.0;1.0;2;6
17171;2008;6;14796;45;5240;861;566;3983;320;1502;4741;50;25;72565.45;4.0;2;6
17205;2008;6;14818;40;3750;1500;250;3714;231;1403;4081;70;45;114800.0;4.0;2;2
17206;2008;6;14818;22;4616;1500;250;3714;231;1403;4081;70;45;0.0;1.0;2;3
17228;2008;6;14834;25;3573;996;232;2190;364;1020;2544;70;38;4132.4;1.0;2;6
17229;2008;6;14834;43;2437;996;232;2190;364;1020;2544;70;38;8000.0;4.0;2;6
17275;2008;6;14850;45;5350;1227;395;3916;359;1395;3327;84;45;74999.18;1.0;2;3
17276;2008;6;14850;40;3546;1227;395;3916;359;1395;3327;84;45;9965.0;4.0;4;8
17277;2008;6;14850;13;150;1227;395;3916;359;1395;3327;84;45;0.0;4.0;2;8
17301;2008;6;14877;45;1683;2800;703;6340;1048;2642;7525;234;104;44140.0;4.0;2;8
17302;2008;6;14877;40;7110;2800;703;6340;1048;2642;7525;234;104;97848.54;4.0;4;8
17303;2008;6;14877;20;7389;2800;703;6340;1048;2642;7525;234;104;73426.7;1.0;2;6
17361;2008;6;14893;15;6829;3589;956;4092;560;2256;8912;66;25;1800.0;4.0;2;4
17362;2008;6;14893;45;8060;3589;956;4092;560;2256;8912;66;25;32340.0;1.0;2;3
17391;2008;6;13307;11;736;1933;764;6133;573;2247;5581;60;42;17981.96;4.0;4;6
17392;2008;6;13307;43;8560;1933;764;6133;573;2247;5581;60;42;66130.86;1.0;2;8
17393;2008;6;13307;15;6538;1933;764;6133;573;2247;5581;60;42;40400.0;4.0;2;4
17437;2008;6;14915;15;6344;2477;436;5217;604;2353;6244;68;33;49396.0;4.0;2;8
17438;2008;6;14915;40;6911;2477;436;5217;604;2353;6244;68;33;80900.0;1.0;4;6
17491;2008;6;14931;33;396;4226;1665;10962;2119;5363;12325;250;185;0.0;4.0;2;3
17492;2008;6;14931;50;243;4226;1665;10962;2119;5363;12325;250;185;12163.6;4.0;2;8
17493;2008;6;14931;13;8933;4226;1665;10962;2119;5363;12325;250;185;176000.0;4.0;2;8
17494;2008;6;14931;45;11413;4226;1665;10962;2119;5363;12325;250;185;56130.5;1.0;2;6
17495;2008;6;14931;11;10327;4226;1665;10962;2119;5363;12325;250;185;36457.02;4.0;2;6
17603;2008;6;14958;11;12966;2874;2485;13372;2950;6715;10438;286;232;26210.0;4.0;2;8
17604;2008;6;14958;23;43;2874;2485;13372;2950;6715;10438;286;232;0.0;4.0;2;8
17605;2008;6;14958;10;18626;2874;2485;13372;2950;6715;10438;286;232;73451.0;1.0;2;8
17693;2008;6;14974;45;3303;976;463;2960;619;1425;2687;89;60;100000.0;4.0;2;4
17694;2008;6;14974;23;4584;976;463;2960;619;1425;2687;89;60;92174.81;1.0;2;6
17727;2008;6;14990;10;1313;605;127;1400;125;583;1629;19;19;21590.0;4.0;4;6
17728;2008;6;14990;65;17;605;127;1400;125;583;1629;19;19;3168.5;4.0;2;7
17729;2008;6;14990;40;2650;605;127;1400;125;583;1629;19;19;0.0;1.0;4;6
17730;2008;6;14990;40;2650;605;127;1400;125;583;1629;19;19;42277.9;10.0;2;6
17755;2008;6;15016;45;3547;619;350;2177;388;1218;2241;45;24;69688.12;1.0;2;8
17785;2008;6;15032;15;51;700;512;1512;525;1080;2410;97;64;0.0;4.0;2;8
17786;2008;6;15032;13;3534;700;512;1512;525;1080;2410;97;64;58058.0;1.0;2;4
17787;2008;6;15032;40;2615;700;512;1512;525;1080;2410;97;64;139583.19;4.0;2;8
17834;2008;6;15059;12;323;2580;1081;7774;1814;3572;6147;318;179;5592.98;4.0;2;8
17835;2008;6;15059;11;12120;2580;1081;7774;1814;3572;6147;318;179;88895.0;1.0;4;8
17836;2008;6;15059;28;96;2580;1081;7774;1814;3572;6147;318;179;0.0;4.0;2;4
17910;2008;6;15997;28;396;1814;796;6518;1234;3136;6263;158;89;3508.0;4.0;2;8
17911;2008;6;15997;11;8738;1814;796;6518;1234;3136;6263;158;89;156884.81;1.0;4;8
17912;2008;6;15997;10;7742;1814;796;6518;1234;3136;6263;158;89;21400.0;4.0;2;3
17962;2008;6;15075;15;15196;5203;1036;7513;1071;2189;8387;103;100;95291.51;1.0;2;3
17963;2008;6;15075;23;4451;5203;1036;7513;1071;2189;8387;103;100;0.0;4.0;2;4
17987;2008;6;15091;13;3716;1862;346;2591;346;1016;3120;66;44;78676.5;1.0;2;8
17988;2008;6;15091;45;3491;1862;346;2591;346;1016;3120;66;44;38398.78;4.0;2;8
17989;2008;6;15091;11;608;1862;346;2591;346;1016;3120;66;44;3844.04;4.0;2;6
18030;2008;6;15113;44;11758;8024;1248;9358;1019;3312;9567;174;86;175799.2;1.0;2;5
18060;2008;6;15130;45;2198;485;222;1431;378;1092;1480;61;45;8581.1;4.0;2;4
18061;2008;6;15130;40;2601;485;222;1431;378;1092;1480;61;45;64700.0;1.0;2;6
18086;2008;6;15156;10;12260;2752;1455;7294;1896;4418;9528;255;148;143211.75;1.0;2;6
18087;2008;6;15156;19;110;2752;1455;7294;1896;4418;9528;255;148;5952.52;4.0;2;6
18088;2008;6;15156;45;5339;2752;1455;7294;1896;4418;9528;255;148;80394.49;4.0;2;6
18089;2008;6;15156;22;4976;2752;1455;7294;1896;4418;9528;255;148;35600.0;4.0;2;8
18090;2008;6;15156;40;631;2752;1455;7294;1896;4418;9528;255;148;6738.71;4.0;2;8
18180;2008;6;15172;45;3770;1779;509;4674;601;1640;3605;63;40;47595.0;4.0;2;8
18181;2008;6;15172;12;265;1779;509;4674;601;1640;3605;63;40;1467.3;4.0;2;6
18182;2008;6;15172;10;5443;1779;509;4674;601;1640;3605;63;40;147078.47;1.0;2;6
18211;2008;6;13285;40;2873;1405;668;5190;711;2008;3744;130;71;0.0;4.0;2;8
18212;2008;6;13285;12;870;1405;668;5190;711;2008;3744;130;71;18582.85;4.0;2;8
18213;2008;6;13285;65;404;1405;668;5190;711;2008;3744;130;71;0.0;4.0;2;8
18214;2008;6;13285;45;4209;1405;668;5190;711;2008;3744;130;71;78305.0;1.0;4;8
18215;2008;6;13285;15;285;1405;668;5190;711;2008;3744;130;71;0.0;4.0;2;4
18216;2008;6;13285;23;3478;1405;668;5190;711;2008;3744;130;71;68495.89;4.0;2;2
18310;2008;6;15199;45;4896;1145;359;2282;305;981;4351;36;23;37052.25;1.0;2;6
18311;2008;6;15199;15;3525;1145;359;2282;305;981;4351;36;23;10751.61;4.0;2;6
18335;2008;6;13048;40;3173;1745;137;1466;160;712;2206;35;25;30849.8;1.0;2;8
18336;2008;6;13048;45;2208;1745;137;1466;160;712;2206;35;25;0.0;4.0;2;8
18359;2008;6;15210;45;4575;1929;351;1872;148;753;3953;36;16;26504.7;1.0;2;8
18360;2008;6;15210;15;2100;1929;351;1872;148;753;3953;36;16;10873.0;4.0;2;7
18388;2008;6;15237;15;4026;2091;558;3768;467;1676;3645;81;63;35100.0;4.0;2;8
18389;2008;6;15237;40;5487;2091;558;3768;467;1676;3645;81;63;60200.0;1.0;2;8
18413;2008;6;15253;15;2342;1278;208;1778;249;489;2951;47;30;42050.0;4.0;2;8
18414;2008;6;15253;65;3431;1278;208;1778;249;489;2951;47;30;74529.0;1.0;2;8
18442;2008;6;13269;10;2371;596;166;1478;151;491;1771;45;16;33598.5;1.0;2;6
18443;2008;6;13269;13;1665;596;166;1478;151;491;1771;45;16;37874.77;4.0;2;3
18468;2008;6;13102;15;6696;2931;833;3666;305;1141;6522;50;38;50500.0;1.0;2;6
18469;2008;6;13102;43;174;2931;833;3666;305;1141;6522;50;38;4745.0;4.0;2;8
