ANALFABETO;ENSINO_FUNDAMENTAL_COMPLETO;ENSINO_FUNDAMENTAL_INCOMPLETO;ENSINO_MEDIO_COMPLETO;ENSINO_MEDIO_INCOMPLETO;LE_E_ESCREVE;SUPERIOR_COMPLETO;SUPERIOR_INCOMPLETO;QTD_APTOS;QTD_COMPARECIMENTO
1536;6489;814;4758;364;1418;3651;53;28;35182;26662.0
1537;6489;814;4758;364;1418;3651;53;28;35182;26662.0
1601;4013;394;2075;305;439;2079;28;15;18708;13996.0
1602;4013;394;2075;305;439;2079;28;15;18708;13996.0
1603;4013;394;2075;305;439;2079;28;15;18708;13996.0
1693;2095;279;2969;386;844;5272;57;53;23922;19814.0
1694;2095;279;2969;386;844;5272;57;53;23922;19814.0
1695;2095;279;2969;386;844;5272;57;53;23922;19814.0
1696;2095;279;2969;386;844;5272;57;53;23922;19814.0
1800;2973;222;1907;188;381;2226;25;20;15906;11624.0
1801;2973;222;1907;188;381;2226;25;20;15906;11624.0
1831;2580;1095;7480;1516;2892;6783;261;147;45526;38342.0
1832;2580;1095;7480;1516;2892;6783;261;147;45526;38342.0
1833;2580;1095;7480;1516;2892;6783;261;147;45526;38342.0
1834;2580;1095;7480;1516;2892;6783;261;147;45526;38342.0
1835;2580;1095;7480;1516;2892;6783;261;147;45526;38342.0
1924;3490;239;1960;145;445;2161;25;25;17016;13214.0
1925;3490;239;1960;145;445;2161;25;25;17016;13214.0
1926;3490;239;1960;145;445;2161;25;25;17016;13214.0
1927;3490;239;1960;145;445;2161;25;25;17016;13214.0
1968;1454;1570;9048;1877;2245;5259;213;217;43794;38522.0
1969;1454;1570;9048;1877;2245;5259;213;217;43794;38522.0
1970;1454;1570;9048;1877;2245;5259;213;217;43794;38522.0
1971;1454;1570;9048;1877;2245;5259;213;217;43794;38522.0
2069;2995;2338;23406;4809;7385;11982;480;416;107640;86402.0
2070;2995;2338;23406;4809;7385;11982;480;416;107640;86402.0
2071;2995;2338;23406;4809;7385;11982;480;416;107640;86402.0
2201;2180;137;1268;97;164;978;13;11;9706;7802.0
2202;2180;137;1268;97;164;978;13;11;9706;7802.0
2203;2180;137;1268;97;164;978;13;11;9706;7802.0
2252;216;393;2565;415;840;951;35;33;10902;9478.0
2253;216;393;2565;415;840;951;35;33;10902;9478.0
2309;597;136;1255;109;129;575;25;10;8514;6571.0
2310;597;136;1255;109;129;575;25;10;8514;6571.0
2311;597;136;1255;109;129;575;25;10;8514;6571.0
2312;597;136;1255;109;129;575;25;10;8514;6571.0
2313;597;136;1255;109;129;575;25;10;8514;6571.0
2365;2174;149;1325;123;195;1583;32;16;11204;8568.0
2366;2174;149;1325;123;195;1583;32;16;11204;8568.0
2367;2174;149;1325;123;195;1583;32;16;11204;8568.0
2416;2205;229;3692;208;518;2319;35;42;18508;15266.0
2417;2205;229;3692;208;518;2319;35;42;18508;15266.0
2418;2205;229;3692;208;518;2319;35;42;18508;15266.0
2419;2205;229;3692;208;518;2319;35;42;18508;15266.0
2511;5941;688;5648;813;1808;4241;130;61;38686;29188.0
2512;5941;688;5648;813;1808;4241;130;61;38686;29188.0
2513;5941;688;5648;813;1808;4241;130;61;38686;29188.0
2514;5941;688;5648;813;1808;4241;130;61;38686;29188.0
2587;6102;2185;20436;3528;7320;13548;324;267;107436;88206.0
2588;6102;2185;20436;3528;7320;13548;324;267;107436;88206.0
2589;6102;2185;20436;3528;7320;13548;324;267;107436;88206.0
2590;6102;2185;20436;3528;7320;13548;324;267;107436;88206.0
2742;830;512;4185;516;827;3476;41;33;20850;18272.0
2743;830;512;4185;516;827;3476;41;33;20850;18272.0
2744;830;512;4185;516;827;3476;41;33;20850;18272.0
2834;20548;89924;394373;171742;227606;100807;25990;25185;2112554;1837816.0
2835;20548;89924;394373;171742;227606;100807;25990;25185;2112554;1837816.0
2836;20548;89924;394373;171742;227606;100807;25990;25185;2112554;1837816.0
2837;20548;89924;394373;171742;227606;100807;25990;25185;2112554;1837816.0
2838;20548;89924;394373;171742;227606;100807;25990;25185;2112554;1837816.0
2839;20548;89924;394373;171742;227606;100807;25990;25185;2112554;1837816.0
12474;3425;497;9815;846;2055;4706;101;106;43130;34034.0
12475;3425;497;9815;846;2055;4706;101;106;43130;34034.0
12476;3425;497;9815;846;2055;4706;101;106;43130;34034.0
12477;3425;497;9815;846;2055;4706;101;106;43130;34034.0
12478;3425;497;9815;846;2055;4706;101;106;43130;34034.0
12564;1600;243;2323;262;377;2255;24;24;14228;11568.0
12565;1600;243;2323;262;377;2255;24;24;14228;11568.0
12566;1600;243;2323;262;377;2255;24;24;14228;11568.0
12567;1600;243;2323;262;377;2255;24;24;14228;11568.0
12643;2247;1417;11855;1556;3101;5838;180;76;52546;42076.0
12644;2247;1417;11855;1556;3101;5838;180;76;52546;42076.0
12739;1075;965;3519;663;1566;3387;38;22;22486;18658.0
12740;1075;965;3519;663;1566;3387;38;22;22486;18658.0
12741;1075;965;3519;663;1566;3387;38;22;22486;18658.0
12796;1588;507;4284;528;1158;4745;79;58;25902;20720.0
12797;1588;507;4284;528;1158;4745;79;58;25902;20720.0
12886;502;203;2733;370;711;1150;70;38;11556;10704.0
12887;502;203;2733;370;711;1150;70;38;11556;10704.0
12888;502;203;2733;370;711;1150;70;38;11556;10704.0
12889;502;203;2733;370;711;1150;70;38;11556;10704.0
12890;1756;485;3470;477;909;3057;54;50;20534;16412.0
12891;1756;485;3470;477;909;3057;54;50;20534;16412.0
12892;1756;485;3470;477;909;3057;54;50;20534;16412.0
12972;1912;3577;19414;4489;11338;11966;581;389;107350;85222.0
12973;1912;3577;19414;4489;11338;11966;581;389;107350;85222.0
12974;1912;3577;19414;4489;11338;11966;581;389;107350;85222.0
12975;1912;3577;19414;4489;11338;11966;581;389;107350;85222.0
12976;1912;3577;19414;4489;11338;11966;581;389;107350;85222.0
13087;2885;169;1781;137;316;2845;37;17;16382;12520.0
13088;2885;169;1781;137;316;2845;37;17;16382;12520.0
13089;2885;169;1781;137;316;2845;37;17;16382;12520.0
13090;2885;169;1781;137;316;2845;37;17;16382;12520.0
13136;448;1149;5002;1712;1400;1662;256;190;23642;21674.0
13137;448;1149;5002;1712;1400;1662;256;190;23642;21674.0
13138;448;1149;5002;1712;1400;1662;256;190;23642;21674.0
13139;448;1149;5002;1712;1400;1662;256;190;23642;21674.0
13140;448;1149;5002;1712;1400;1662;256;190;23642;21674.0
13141;448;1149;5002;1712;1400;1662;256;190;23642;21674.0
13219;535;717;4399;936;1279;1601;155;111;19486;17270.0
13220;535;717;4399;936;1279;1601;155;111;19486;17270.0
13221;535;717;4399;936;1279;1601;155;111;19486;17270.0
13308;1256;437;1761;501;494;940;66;15;10946;7978.0
13309;1256;437;1761;501;494;940;66;15;10946;7978.0
13310;1256;437;1761;501;494;940;66;15;10946;7978.0
13347;2072;254;4136;284;728;2495;32;21;20070;17430.0
13348;2072;254;4136;284;728;2495;32;21;20070;17430.0
13484;3952;1593;6532;1631;2370;4696;252;135;42326;32158.0
13485;3952;1593;6532;1631;2370;4696;252;135;42326;32158.0
13486;3952;1593;6532;1631;2370;4696;252;135;42326;32158.0
13562;2686;261;3995;418;922;2784;35;30;22270;19868.0
13563;2686;261;3995;418;922;2784;35;30;22270;19868.0
13618;286;237;1935;244;722;1337;27;17;9630;8188.0
13619;286;237;1935;244;722;1337;27;17;9630;8188.0
13620;286;237;1935;244;722;1337;27;17;9630;8188.0
13621;286;237;1935;244;722;1337;27;17;9630;8188.0
13674;3344;904;9292;1249;2829;4231;146;151;44360;36340.0
13675;3344;904;9292;1249;2829;4231;146;151;44360;36340.0
13676;3344;904;9292;1249;2829;4231;146;151;44360;36340.0
13753;2998;331;3780;284;614;2053;38;26;20250;17168.0
13754;2998;331;3780;284;614;2053;38;26;20250;17168.0
13755;2998;331;3780;284;614;2053;38;26;20250;17168.0
13814;3604;1344;11776;1907;4236;8094;281;255;96546;72253.0
13815;3604;1344;11776;1907;4236;8094;281;255;96546;72253.0
13816;3604;1344;11776;1907;4236;8094;281;255;96546;72253.0
13817;3604;1344;11776;1907;4236;8094;281;255;96546;72253.0
13818;3604;1344;11776;1907;4236;8094;281;255;96546;72253.0
13819;3604;1344;11776;1907;4236;8094;281;255;96546;72253.0
13895;1031;256;2778;140;348;1747;16;21;12676;10978.0
13896;1031;256;2778;140;348;1747;16;21;12676;10978.0
13897;1031;256;2778;140;348;1747;16;21;12676;10978.0
13938;922;227;1884;263;441;1761;18;20;11076;9244.0
13939;922;227;1884;263;441;1761;18;20;11076;9244.0
13940;922;227;1884;263;441;1761;18;20;11076;9244.0
14004;405;425;4712;657;1681;1426;63;34;18812;16176.0
14005;405;425;4712;657;1681;1426;63;34;18812;16176.0
14006;405;425;4712;657;1681;1426;63;34;18812;16176.0
14007;405;425;4712;657;1681;1426;63;34;18812;16176.0
14133;512;398;3917;547;1835;2579;47;49;19768;16810.0
14134;512;398;3917;547;1835;2579;47;49;19768;16810.0
14135;512;398;3917;547;1835;2579;47;49;19768;16810.0
14136;512;398;3917;547;1835;2579;47;49;19768;16810.0
14137;512;398;3917;547;1835;2579;47;49;19768;16810.0
14221;20548;89924;394373;171742;227606;100807;25990;25185;1056277;890737.0
14222;20548;89924;394373;171742;227606;100807;25990;25185;1056277;890737.0
0;417;403;2432;437;663;905;81;43;5389;4720.0
1;417;403;2432;437;663;905;81;43;5389;4720.0
41;363;407;2583;421;762;1205;65;42;11700;10066.0
42;363;407;2583;421;762;1205;65;42;11700;10066.0
43;363;407;2583;421;762;1205;65;42;11700;10066.0
44;363;407;2583;421;762;1205;65;42;11700;10066.0
45;363;407;2583;421;762;1205;65;42;11700;10066.0
102;256;181;1638;333;632;565;51;48;7410;5800.0
103;256;181;1638;333;632;565;51;48;7410;5800.0
104;256;181;1638;333;632;565;51;48;7410;5800.0
150;235;226;1458;692;694;467;91;101;7928;7278.0
151;235;226;1458;692;694;467;91;101;7928;7278.0
152;235;226;1458;692;694;467;91;101;7928;7278.0
153;235;226;1458;692;694;467;91;101;7928;7278.0
154;235;226;1458;692;694;467;91;101;7928;7278.0
208;300;163;1673;478;568;566;47;58;7706;6686.0
209;300;163;1673;478;568;566;47;58;7706;6686.0
210;300;163;1673;478;568;566;47;58;7706;6686.0
211;300;163;1673;478;568;566;47;58;7706;6686.0
255;1678;1672;8531;2244;3363;5591;201;169;46900;38552.0
256;1678;1672;8531;2244;3363;5591;201;169;46900;38552.0
257;1678;1672;8531;2244;3363;5591;201;169;46900;38552.0
258;1678;1672;8531;2244;3363;5591;201;169;46900;38552.0
259;1678;1672;8531;2244;3363;5591;201;169;46900;38552.0
260;1678;1672;8531;2244;3363;5591;201;169;46900;38552.0
367;9116;16558;72149;33998;52771;21425;8006;5169;438482;377202.0
368;9116;16558;72149;33998;52771;21425;8006;5169;438482;377202.0
369;9116;16558;72149;33998;52771;21425;8006;5169;438482;377202.0
370;9116;16558;72149;33998;52771;21425;8006;5169;438482;377202.0
371;9116;16558;72149;33998;52771;21425;8006;5169;438482;377202.0
372;9116;16558;72149;33998;52771;21425;8006;5169;438482;377202.0
373;9116;16558;72149;33998;52771;21425;8006;5169;438482;377202.0
775;1712;721;4360;767;1025;2102;120;79;21782;19112.0
776;1712;721;4360;767;1025;2102;120;79;21782;19112.0
777;1712;721;4360;767;1025;2102;120;79;21782;19112.0
778;1712;721;4360;767;1025;2102;120;79;21782;19112.0
823;785;1111;5906;1276;1764;2539;132;123;27272;19620.0
824;785;1111;5906;1276;1764;2539;132;123;27272;19620.0
825;785;1111;5906;1276;1764;2539;132;123;27272;19620.0
917;542;573;3284;1089;1630;1552;125;166;17922;15904.0
918;542;573;3284;1089;1630;1552;125;166;17922;15904.0
919;542;573;3284;1089;1630;1552;125;166;17922;15904.0
1004;145;188;1027;310;400;389;49;43;5104;4742.0
1005;145;188;1027;310;400;389;49;43;5104;4742.0
1044;4239;3833;22267;5670;14430;7845;801;747;119724;106138.0
1045;4239;3833;22267;5670;14430;7845;801;747;119724;106138.0
1046;4239;3833;22267;5670;14430;7845;801;747;119724;106138.0
1047;4239;3833;22267;5670;14430;7845;801;747;119724;106138.0
1048;4239;3833;22267;5670;14430;7845;801;747;119724;106138.0
1192;147;319;999;592;605;262;60;65;6098;5108.0
1193;147;319;999;592;605;262;60;65;6098;5108.0
1194;147;319;999;592;605;262;60;65;6098;5108.0
1247;570;329;2875;461;702;1244;75;46;12610;11012.0
1248;570;329;2875;461;702;1244;75;46;12610;11012.0
1298;1040;740;3852;827;960;1945;89;84;19074;16012.0
1299;1040;740;3852;827;960;1945;89;84;19074;16012.0
1300;1040;740;3852;827;960;1945;89;84;19074;16012.0
1301;1040;740;3852;827;960;1945;89;84;19074;16012.0
1387;391;354;1590;623;698;791;76;57;9160;8064.0
1388;391;354;1590;623;698;791;76;57;9160;8064.0
1389;391;354;1590;623;698;791;76;57;9160;8064.0
1390;391;354;1590;623;698;791;76;57;9160;8064.0
1391;391;354;1590;623;698;791;76;57;9160;8064.0
1392;391;354;1590;623;698;791;76;57;9160;8064.0
1393;391;354;1590;623;698;791;76;57;9160;8064.0
1394;391;354;1590;623;698;791;76;57;9160;8064.0
1475;9116;16558;72149;33998;52771;21425;8006;5169;219241;182675.0
1476;9116;16558;72149;33998;52771;21425;8006;5169;219241;182675.0
0;1231;199;2971;338;961;4052;61;54;9905;9553.0
1;1231;199;2971;338;961;4052;61;54;9905;9553.0
42;566;131;1939;372;769;2358;19;14;12356;11274.0
43;566;131;1939;372;769;2358;19;14;12356;11274.0
71;982;470;3750;701;1173;2149;38;30;18606;17160.0
72;982;470;3750;701;1173;2149;38;30;18606;17160.0
73;982;470;3750;701;1173;2149;38;30;18606;17160.0
74;982;470;3750;701;1173;2149;38;30;18606;17160.0
140;2575;503;2868;162;635;4470;20;29;22554;19340.0
141;2575;503;2868;162;635;4470;20;29;22554;19340.0
170;591;120;1281;149;413;1185;17;17;7546;6548.0
171;591;120;1281;149;413;1185;17;17;7546;6548.0
198;5000;6034;32733;11992;18054;18077;1155;1010;188720;154734.0
199;5000;6034;32733;11992;18054;18077;1155;1010;188720;154734.0
200;5000;6034;32733;11992;18054;18077;1155;1010;188720;154734.0
201;5000;6034;32733;11992;18054;18077;1155;1010;188720;154734.0
448;3761;1084;4571;687;1621;3542;134;71;31038;24840.0
449;3761;1084;4571;687;1621;3542;134;71;31038;24840.0
450;3761;1084;4571;687;1621;3542;134;71;31038;24840.0
451;3761;1084;4571;687;1621;3542;134;71;31038;24840.0
452;3761;1084;4571;687;1621;3542;134;71;31038;24840.0
552;809;74;1538;186;479;1554;20;24;9372;8170.0
553;809;74;1538;186;479;1554;20;24;9372;8170.0
554;809;74;1538;186;479;1554;20;24;9372;8170.0
586;2436;369;6575;1649;2654;6716;183;117;41442;37598.0
587;2436;369;6575;1649;2654;6716;183;117;41442;37598.0
588;2436;369;6575;1649;2654;6716;183;117;41442;37598.0
589;2436;369;6575;1649;2654;6716;183;117;41442;37598.0
667;833;495;6012;1166;2634;3324;63;56;29256;27088.0
668;833;495;6012;1166;2634;3324;63;56;29256;27088.0
669;833;495;6012;1166;2634;3324;63;56;29256;27088.0
670;833;495;6012;1166;2634;3324;63;56;29256;27088.0
671;833;495;6012;1166;2634;3324;63;56;29256;27088.0
791;1489;379;3032;614;1195;4961;22;22;23500;19168.0
792;1489;379;3032;614;1195;4961;22;22;23500;19168.0
793;1489;379;3032;614;1195;4961;22;22;23500;19168.0
837;2191;781;4558;582;1165;6976;48;31;32762;28650.0
838;2191;781;4558;582;1165;6976;48;31;32762;28650.0
839;2191;781;4558;582;1165;6976;48;31;32762;28650.0
887;1534;135;3365;392;881;3193;65;36;19214;15914.0
888;1534;135;3365;392;881;3193;65;36;19214;15914.0
889;1534;135;3365;392;881;3193;65;36;19214;15914.0
890;1534;135;3365;392;881;3193;65;36;19214;15914.0
891;1534;135;3365;392;881;3193;65;36;19214;15914.0
932;1910;339;4128;445;807;4053;54;34;23740;20518.0
933;1910;339;4128;445;807;4053;54;34;23740;20518.0
934;1910;339;4128;445;807;4053;54;34;23740;20518.0
988;1633;238;3166;593;931;4032;47;48;21428;20012.0
989;1633;238;3166;593;931;4032;47;48;21428;20012.0
990;1633;238;3166;593;931;4032;47;48;21428;20012.0
1038;705;360;2561;594;859;2511;41;31;15348;14682.0
1039;705;360;2561;594;859;2511;41;31;15348;14682.0
1040;705;360;2561;594;859;2511;41;31;15348;14682.0
1071;1580;291;2588;602;976;2637;56;34;17570;16706.0
1072;1580;291;2588;602;976;2637;56;34;17570;16706.0
1073;1580;291;2588;602;976;2637;56;34;17570;16706.0
1094;1231;201;3368;236;671;3103;26;20;17718;16624.0
1095;1231;201;3368;236;671;3103;26;20;17718;16624.0
1130;542;427;1883;346;570;2532;31;17;12720;12054.0
1131;542;427;1883;346;570;2532;31;17;12720;12054.0
1132;542;427;1883;346;570;2532;31;17;12720;12054.0
1166;2677;256;2460;550;1246;5332;31;41;25308;20666.0
1167;2677;256;2460;550;1246;5332;31;41;25308;20666.0
1208;926;96;1870;183;600;1650;17;13;10716;9370.0
1209;926;96;1870;183;600;1650;17;13;10716;9370.0
1210;926;96;1870;183;600;1650;17;13;10716;9370.0
1247;1750;200;2579;302;933;5189;12;22;22084;18286.0
1248;1750;200;2579;302;933;5189;12;22;22084;18286.0
1249;1750;200;2579;302;933;5189;12;22;22084;18286.0
1279;8113;470;12374;1081;2428;10571;63;53;70552;56438.0
1280;8113;470;12374;1081;2428;10571;63;53;70552;56438.0
1281;8113;470;12374;1081;2428;10571;63;53;70552;56438.0
1282;8113;470;12374;1081;2428;10571;63;53;70552;56438.0
1366;579;181;2470;616;989;2113;40;41;14088;13206.0
1367;579;181;2470;616;989;2113;40;41;14088;13206.0
1368;579;181;2470;616;989;2113;40;41;14088;13206.0
1442;964;184;2218;166;396;1602;15;12;11148;10188.0
1443;964;184;2218;166;396;1602;15;12;11148;10188.0
1497;983;254;2335;432;743;1849;11;11;13278;12516.0
1498;983;254;2335;432;743;1849;11;11;13278;12516.0
1499;983;254;2335;432;743;1849;11;11;13278;12516.0
1546;1407;212;3769;370;868;2933;35;38;19340;16486.0
1547;1407;212;3769;370;868;2933;35;38;19340;16486.0
1548;1407;212;3769;370;868;2933;35;38;19340;16486.0
1596;2330;233;2867;354;991;3719;33;35;21154;15188.0
1597;2330;233;2867;354;991;3719;33;35;21154;15188.0
1598;2330;233;2867;354;991;3719;33;35;21154;15188.0
1599;2330;233;2867;354;991;3719;33;35;21154;15188.0
1668;1710;429;2390;440;852;3561;26;15;18950;17464.0
1669;1710;429;2390;440;852;3561;26;15;18950;17464.0
1705;1600;194;3332;613;1488;5880;49;33;26496;24060.0
1706;1600;194;3332;613;1488;5880;49;33;26496;24060.0
1707;1600;194;3332;613;1488;5880;49;33;26496;24060.0
1708;1600;194;3332;613;1488;5880;49;33;26496;24060.0
1776;1548;209;3391;207;853;2698;10;11;17858;15256.0
1777;1548;209;3391;207;853;2698;10;11;17858;15256.0
1817;4562;1187;8881;1734;3662;10714;113;58;62052;49394.0
1818;4562;1187;8881;1734;3662;10714;113;58;62052;49394.0
1864;1810;703;3479;497;1619;7056;46;33;30556;26542.0
1865;1810;703;3479;497;1619;7056;46;33;30556;26542.0
1866;1810;703;3479;497;1619;7056;46;33;30556;26542.0
1867;1810;703;3479;497;1619;7056;46;33;30556;26542.0
1900;5495;390;5578;442;1831;9576;65;57;47024;37934.0
1901;5495;390;5578;442;1831;9576;65;57;47024;37934.0
1963;643;398;3123;823;1513;4069;49;38;21340;18140.0
1964;643;398;3123;823;1513;4069;49;38;21340;18140.0
1965;643;398;3123;823;1513;4069;49;38;21340;18140.0
2006;688;109;1284;263;459;1279;28;23;8286;7196.0
2007;688;109;1284;263;459;1279;28;23;8286;7196.0
2048;5968;4602;21644;10764;14626;16873;1829;1412;155678;129480.0
2049;5968;4602;21644;10764;14626;16873;1829;1412;155678;129480.0
2050;5968;4602;21644;10764;14626;16873;1829;1412;155678;129480.0
2051;5968;4602;21644;10764;14626;16873;1829;1412;155678;129480.0
2052;5968;4602;21644;10764;14626;16873;1829;1412;155678;129480.0
2221;609;288;2750;348;887;3235;12;11;16304;15032.0
2222;609;288;2750;348;887;3235;12;11;16304;15032.0
2245;1108;497;4129;478;1216;3119;15;11;21158;18278.0
2246;1108;497;4129;478;1216;3119;15;11;21158;18278.0
2284;1956;463;3818;944;1817;4082;117;65;26562;23324.0
2285;1956;463;3818;944;1817;4082;117;65;26562;23324.0
2340;2394;400;3933;469;1182;5384;37;51;27768;22974.0
2341;2394;400;3933;469;1182;5384;37;51;27768;22974.0
2342;2394;400;3933;469;1182;5384;37;51;27768;22974.0
2343;2394;400;3933;469;1182;5384;37;51;27768;22974.0
2391;1359;367;3625;464;879;3106;23;23;19730;18092.0
2392;1359;367;3625;464;879;3106;23;23;19730;18092.0
2393;1359;367;3625;464;879;3106;23;23;19730;18092.0
2427;2954;157;2392;308;1601;5287;22;21;25532;18874.0
2428;2954;157;2392;308;1601;5287;22;21;25532;18874.0
2429;2954;157;2392;308;1601;5287;22;21;25532;18874.0
2430;2954;157;2392;308;1601;5287;22;21;25532;18874.0
2431;2954;157;2392;308;1601;5287;22;21;25532;18874.0
2432;2954;157;2392;308;1601;5287;22;21;25532;18874.0
2501;1647;229;2860;403;1006;4939;37;17;22354;20676.0
2502;1647;229;2860;403;1006;4939;37;17;22354;20676.0
2503;1647;229;2860;403;1006;4939;37;17;22354;20676.0
2534;4310;1353;11488;3235;6686;13829;291;184;82852;65608.0
2535;4310;1353;11488;3235;6686;13829;291;184;82852;65608.0
2632;1249;50;2383;139;500;3279;10;18;15316;11854.0
2633;1249;50;2383;139;500;3279;10;18;15316;11854.0
2680;1062;149;2258;379;1230;3022;12;25;16286;13840.0
2681;1062;149;2258;379;1230;3022;12;25;16286;13840.0
2732;1653;304;2552;297;930;4232;15;9;20102;17124.0
2733;1653;304;2552;297;930;4232;15;9;20102;17124.0
2766;1028;255;4056;559;1558;6012;33;40;27090;24144.0
2767;1028;255;4056;559;1558;6012;33;40;27090;24144.0
2807;1472;177;1906;253;923;3862;33;14;17288;14232.0
2808;1472;177;1906;253;923;3862;33;14;17288;14232.0
2845;607;222;1844;322;885;3153;17;11;14328;13804.0
2846;607;222;1844;322;885;3153;17;11;14328;13804.0
2874;1766;215;3383;517;1447;3825;42;34;22484;17968.0
2875;1766;215;3383;517;1447;3825;42;34;22484;17968.0
2876;1766;215;3383;517;1447;3825;42;34;22484;17968.0
2944;417;312;1904;442;602;3952;30;30;15444;14146.0
2945;417;312;1904;442;602;3952;30;30;15444;14146.0
2946;417;312;1904;442;602;3952;30;30;15444;14146.0
2985;2685;1296;9794;4500;6872;13340;372;224;78346;72574.0
2986;2685;1296;9794;4500;6872;13340;372;224;78346;72574.0
2987;2685;1296;9794;4500;6872;13340;372;224;78346;72574.0
3063;1429;502;4983;670;1401;2815;87;68;23932;22004.0
3064;1429;502;4983;670;1401;2815;87;68;23932;22004.0
3065;1429;502;4983;670;1401;2815;87;68;23932;22004.0
3163;1842;394;4113;407;1182;5642;27;5;27264;22530.0
3164;1842;394;4113;407;1182;5642;27;5;27264;22530.0
3165;1842;394;4113;407;1182;5642;27;5;27264;22530.0
3195;1568;145;2042;202;513;2288;24;16;13614;10620.0
3196;1568;145;2042;202;513;2288;24;16;13614;10620.0
3237;1860;175;4253;358;1555;4077;36;21;24720;20770.0
3238;1860;175;4253;358;1555;4077;36;21;24720;20770.0
3239;1860;175;4253;358;1555;4077;36;21;24720;20770.0
3277;1371;475;7807;2178;3979;3717;270;317;40280;37302.0
3278;1371;475;7807;2178;3979;3717;270;317;40280;37302.0
3279;1371;475;7807;2178;3979;3717;270;317;40280;37302.0
3280;1371;475;7807;2178;3979;3717;270;317;40280;37302.0
3281;1371;475;7807;2178;3979;3717;270;317;40280;37302.0
3380;1005;687;3806;1112;1775;5212;88;47;27530;25170.0
3381;1005;687;3806;1112;1775;5212;88;47;27530;25170.0
3451;1384;328;2371;432;835;2920;25;31;16678;14058.0
3452;1384;328;2371;432;835;2920;25;31;16678;14058.0
3487;1210;68;2597;118;534;3770;18;18;16704;12796.0
3488;1210;68;2597;118;534;3770;18;18;16704;12796.0
3526;2263;632;7684;1729;3718;15087;326;180;63272;55634.0
3527;2263;632;7684;1729;3718;15087;326;180;63272;55634.0
3561;1492;379;3079;602;1053;5379;15;16;24116;19598.0
3562;1492;379;3079;602;1053;5379;15;16;24116;19598.0
3600;688;273;2913;825;1063;2644;130;118;17312;16432.0
3601;688;273;2913;825;1063;2644;130;118;17312;16432.0
3602;688;273;2913;825;1063;2644;130;118;17312;16432.0
3603;688;273;2913;825;1063;2644;130;118;17312;16432.0
3604;688;273;2913;825;1063;2644;130;118;17312;16432.0
