ANO_ELEICAO;CODIGO_ESTADO;CODIGO_MUNICIPIO;NUMERO_PARTIDO;ANALFABETO;ENSINO_FUNDAMENTAL_COMPLETO;ENSINO_FUNDAMENTAL_INCOMPLETO;ENSINO_MEDIO_COMPLETO;ENSINO_MEDIO_INCOMPLETO;LE_E_ESCREVE;SUPERIOR_COMPLETO;SUPERIOR_INCOMPLETO;TOTAL_GASTO;SEXO;COD_GRAU_INSTRUCAO;QTD_APTOS;TOTAL_VOTOS
1702;2008;25;61450;12;270;531;2218;470;926;235;110;66;0.0;0;0;9652;1141
1703;2008;25;61450;15;270;531;2218;470;926;235;110;66;0.0;0;0;9652;2781
1735;2008;25;61476;14;169;198;1092;319;586;406;74;40;0.0;0;0;5768;1414
1736;2008;25;61476;15;169;198;1092;319;586;406;74;40;0.0;0;0;5768;1068
1762;2008;25;61492;43;298;2669;9544;5224;5750;1384;1185;823;0.0;0;0;53754;934
1763;2008;25;61492;50;298;2669;9544;5224;5750;1384;1185;823;0.0;0;0;53754;201
1764;2008;25;61492;45;298;2669;9544;5224;5750;1384;1185;823;0.0;0;0;53754;11363
1765;2008;25;61492;12;298;2669;9544;5224;5750;1384;1185;823;0.0;0;0;53754;3705
1766;2008;25;61492;25;298;2669;9544;5224;5750;1384;1185;823;0.0;0;0;53754;6730
1865;2008;25;61514;14;241;371;1361;413;704;582;112;67;0.0;0;0;7702;2139
1888;2008;25;61530;65;1873;1132;7807;1811;4547;2464;410;154;0.0;0;0;40396;5676
1889;2008;25;61530;25;1873;1132;7807;1811;4547;2464;410;154;0.0;0;0;40396;6820
1890;2008;25;61530;20;1873;1132;7807;1811;4547;2464;410;154;0.0;0;0;40396;318
1891;2008;25;61530;45;1873;1132;7807;1811;4547;2464;410;154;0.0;0;0;40396;1596
1972;2008;25;61590;45;281;191;2121;372;828;146;121;91;0.0;0;0;8302;123
1973;2008;25;61590;11;281;191;2121;372;828;146;121;91;0.0;0;0;8302;1201
1974;2008;25;61590;23;281;191;2121;372;828;146;121;91;0.0;0;0;8302;2358
2032;2008;25;61611;22;277;292;2248;484;812;686;101;47;0.0;0;0;9894;1409
2033;2008;25;61611;14;277;292;2248;484;812;686;101;47;0.0;0;0;9894;2761
2079;2008;25;61646;23;120;158;801;191;417;516;38;17;0.0;0;0;4516;1111
2080;2008;25;61646;15;120;158;801;191;417;516;38;17;0.0;0;0;4516;662
2081;2008;25;61646;45;120;158;801;191;417;516;38;17;0.0;0;0;4516;34
2082;2008;25;61646;13;120;158;801;191;417;516;38;17;0.0;0;0;4516;85
2127;2008;25;61638;11;3479;13621;44499;29344;30414;7587;9504;5943;0.0;0;0;288782;26626
2128;2008;25;61638;13;3479;13621;44499;29344;30414;7587;9504;5943;0.0;0;0;288782;32447
2129;2008;25;61638;50;3479;13621;44499;29344;30414;7587;9504;5943;0.0;0;0;288782;684
2130;2008;25;61638;15;3479;13621;44499;29344;30414;7587;9504;5943;0.0;0;0;288782;50813
2131;2008;25;61638;45;3479;13621;44499;29344;30414;7587;9504;5943;0.0;0;0;288782;2928
2132;2008;25;61638;16;3479;13621;44499;29344;30414;7587;9504;5943;0.0;0;0;288782;284
2508;2008;25;61654;13;2409;7847;31773;13516;17926;5975;3757;1944;0.0;2;8;256731;37746
2509;2008;25;61654;15;2409;7847;31773;13516;17926;5975;3757;1944;0.0;0;0;256731;28359
2510;2008;25;61654;25;2409;7847;31773;13516;17926;5975;3757;1944;0.0;0;0;256731;38770
2511;2008;25;61654;17;2409;7847;31773;13516;17926;5975;3757;1944;0.0;2;8;256731;29243
2689;2008;25;61263;25;813;769;5715;1256;2111;889;274;168;0.0;0;0;23990;4711
2690;2008;25;61263;45;813;769;5715;1256;2111;889;274;168;0.0;0;0;23990;4918
2789;2008;25;61557;13;1886;11951;43826;25428;27435;6033;8536;5496;0.0;0;0;261182;43093
2790;2008;25;61557;19;1886;11951;43826;25428;27435;6033;8536;5496;0.0;0;0;261182;3280
2791;2008;25;61557;45;1886;11951;43826;25428;27435;6033;8536;5496;0.0;0;0;261182;42232
2792;2008;25;61557;15;1886;11951;43826;25428;27435;6033;8536;5496;0.0;0;0;261182;11565
3069;2008;25;61573;45;485;1442;6622;2699;3076;1937;1012;441;0.0;0;0;35428;2222
3070;2008;25;61573;14;485;1442;6622;2699;3076;1937;1012;441;0.0;0;0;35428;6238
3071;2008;25;61573;13;485;1442;6622;2699;3076;1937;1012;441;0.0;0;0;35428;760
3150;2008;25;62065;15;81;136;668;189;405;340;50;45;0.0;0;0;3828;485
3151;2008;25;62065;13;81;136;668;189;405;340;50;45;0.0;0;0;3828;183
3152;2008;25;62065;14;81;136;668;189;405;340;50;45;0.0;0;0;3828;1030
3198;2008;25;61670;45;160;347;2539;701;1068;753;143;141;0.0;0;0;11704;2968
3199;2008;25;61670;14;160;347;2539;701;1068;753;143;141;0.0;0;0;11704;1926
3225;2008;25;61697;45;195;197;1541;300;611;312;83;19;0.0;0;0;6516;1516
3226;2008;25;61697;43;195;197;1541;300;611;312;83;19;0.0;0;0;6516;1263
3284;2008;25;61719;45;791;432;3225;667;1484;1323;80;59;0.0;0;0;16122;3027
3285;2008;25;61719;11;791;432;3225;667;1484;1323;80;59;0.0;0;0;16122;160
3286;2008;25;61719;13;791;432;3225;667;1484;1323;80;59;0.0;0;0;16122;3350
3354;2008;25;61735;14;355;457;3105;677;1205;986;157;83;0.0;0;0;14050;4178
3355;2008;25;61735;43;355;457;3105;677;1205;986;157;83;0.0;0;0;14050;1923
3387;2008;25;61751;45;796;2756;12512;2633;5167;2174;641;451;0.0;0;0;54272;8089
3388;2008;25;61751;43;796;2756;12512;2633;5167;2174;641;451;0.0;0;0;54272;4873
3389;2008;25;61751;13;796;2756;12512;2633;5167;2174;641;451;0.0;0;0;54272;8423
3483;2008;25;61778;22;1760;5085;18319;7578;12523;5259;2053;1492;0.0;0;0;108138;24500
3484;2008;25;61778;15;1760;5085;18319;7578;12523;5259;2053;1492;0.0;0;0;108138;16575
3650;2008;25;61522;45;82;124;502;161;253;378;49;32;0.0;0;0;3162;1012
3651;2008;25;61522;13;82;124;502;161;253;378;49;32;0.0;0;0;3162;448
3673;2008;25;61794;13;2077;4880;16559;12694;14436;7939;4788;2640;0.0;0;0;132026;4497
3674;2008;25;61794;40;2077;4880;16559;12694;14436;7939;4788;2640;0.0;0;0;132026;2648
3675;2008;25;61794;25;2077;4880;16559;12694;14436;7939;4788;2640;0.0;0;0;132026;40348
3676;2008;25;61794;36;2077;4880;16559;12694;14436;7939;4788;2640;0.0;0;0;132026;773
3895;2008;25;61816;43;4622;7040;32250;11402;17859;7764;5452;2755;0.0;0;0;178288;28856
3896;2008;25;61816;15;4622;7040;32250;11402;17859;7764;5452;2755;0.0;0;0;178288;26458
3897;2008;25;61816;25;4622;7040;32250;11402;17859;7764;5452;2755;0.0;0;0;178288;8042
4049;2008;25;61832;11;306;990;3097;1596;2160;1889;465;212;0.0;0;0;21430;334
4050;2008;25;61832;45;306;990;3097;1596;2160;1889;465;212;0.0;0;0;21430;5136
4051;2008;25;61832;13;306;990;3097;1596;2160;1889;465;212;0.0;0;0;21430;3569
4099;2008;25;61875;15;363;458;3279;682;1364;983;153;99;0.0;0;0;14762;1317
4100;2008;25;61875;45;363;458;3279;682;1364;983;153;99;0.0;0;0;14762;3122
4175;2008;25;61891;15;1940;3714;22331;8151;12107;4570;2906;1551;0.0;0;0;114540;16251
4176;2008;25;61891;45;1940;3714;22331;8151;12107;4570;2906;1551;0.0;0;0;114540;26470
4288;2008;25;61859;40;98;309;1596;384;749;438;77;64;0.0;0;0;7430;1026
4289;2008;25;61859;43;98;309;1596;384;749;438;77;64;0.0;0;0;7430;763
4290;2008;25;61859;20;98;309;1596;384;749;438;77;64;0.0;0;0;7430;455
4291;2008;25;61859;45;98;309;1596;384;749;438;77;64;0.0;0;0;7430;1160
4341;2008;25;61913;45;199;1204;3719;1818;2110;983;398;293;0.0;0;0;21448;3108
4342;2008;25;61913;11;199;1204;3719;1818;2110;983;398;293;0.0;0;0;21448;1522
4343;2008;25;61913;15;199;1204;3719;1818;2110;983;398;293;0.0;0;0;21448;3997
4419;2008;25;61930;45;49;100;472;229;282;145;39;27;0.0;0;0;2686;573
4420;2008;25;61930;15;49;100;472;229;282;145;39;27;0.0;0;0;2686;674
4450;2008;25;61972;40;351;520;3251;797;1377;1051;309;178;0.0;0;0;15668;2548
4451;2008;25;61972;14;351;520;3251;797;1377;1051;309;178;0.0;0;0;15668;2165
4452;2008;25;61972;45;351;520;3251;797;1377;1051;309;178;0.0;0;0;15668;1522
4520;2008;25;61999;14;187;308;2040;358;711;352;102;47;0.0;0;0;8210;1236
4521;2008;25;61999;45;187;308;2040;358;711;352;102;47;0.0;0;0;8210;1283
4522;2008;25;61999;23;187;308;2040;358;711;352;102;47;0.0;0;0;8210;1041
4561;2008;25;62030;45;1192;1494;10401;2938;4728;899;806;502;0.0;0;0;45920;8664
4562;2008;25;62030;43;1192;1494;10401;2938;4728;899;806;502;0.0;0;0;45920;8216
4625;2008;25;62057;20;1006;2863;10567;4080;6732;2393;1159;800;0.0;0;0;59200;1941
4626;2008;25;62057;27;1006;2863;10567;4080;6732;2393;1159;800;0.0;0;0;59200;4705
4627;2008;25;62057;13;1006;2863;10567;4080;6732;2393;1159;800;0.0;0;0;59200;421
4628;2008;25;62057;23;1006;2863;10567;4080;6732;2393;1159;800;0.0;0;0;59200;8062
4629;2008;25;62057;65;1006;2863;10567;4080;6732;2393;1159;800;0.0;0;0;59200;5101
4630;2008;25;62057;11;1006;2863;10567;4080;6732;2393;1159;800;0.0;0;0;59200;3011
4776;2008;25;61360;15;612;209;1404;214;838;1018;41;7;0.0;0;0;8686;2233
4777;2008;25;61360;45;612;209;1404;214;838;1018;41;7;0.0;0;0;8686;1306
4820;2008;25;62073;45;949;270;1634;377;1061;2611;69;50;0.0;0;0;14042;986
4821;2008;25;62073;13;949;270;1634;377;1061;2611;69;50;0.0;0;0;14042;1898
4822;2008;25;62073;43;949;270;1634;377;1061;2611;69;50;0.0;0;0;14042;44
4823;2008;25;62073;10;949;270;1634;377;1061;2611;69;50;0.0;0;0;14042;2084
4879;2008;25;62090;14;1365;6564;30158;13187;17372;4713;3694;2831;0.0;0;0;159768;47032
4880;2008;25;62090;45;1365;6564;30158;13187;17372;4713;3694;2831;0.0;0;0;159768;1677
4881;2008;25;62090;15;1365;6564;30158;13187;17372;4713;3694;2831;0.0;0;0;159768;14935
5077;2008;25;62111;23;1585;1191;8819;1553;4072;2762;184;185;0.0;0;0;40702;6659
5078;2008;25;62111;14;1585;1191;8819;1553;4072;2762;184;185;0.0;0;0;40702;6659
5079;2008;25;62111;12;1585;1191;8819;1553;4072;2762;184;185;0.0;0;0;40702;591
5080;2008;25;62111;22;1585;1191;8819;1553;4072;2762;184;185;0.0;0;0;40702;26
5145;2008;25;62138;12;6984;14755;62591;26290;40802;27123;5183;3764;0.0;0;0;374984;41525
5146;2008;25;62138;45;6984;14755;62591;26290;40802;27123;5183;3764;0.0;0;0;374984;2881
5147;2008;25;62138;15;6984;14755;62591;26290;40802;27123;5183;3764;0.0;0;0;374984;97923
5148;2008;25;62138;33;6984;14755;62591;26290;40802;27123;5183;3764;0.0;0;0;374984;223
5457;2008;25;62014;45;100;96;1002;208;410;305;42;18;0.0;0;0;4362;1396
5458;2008;25;62014;15;100;96;1002;208;410;305;42;18;0.0;0;0;4362;511
5483;2008;25;62154;25;703;1182;7789;2141;3471;873;478;373;0.0;0;0;34020;4041
5484;2008;25;62154;43;703;1182;7789;2141;3471;873;478;373;0.0;0;0;34020;3104
5485;2008;25;62154;11;703;1182;7789;2141;3471;873;478;373;0.0;0;0;34020;1039
5486;2008;25;62154;45;703;1182;7789;2141;3471;873;478;373;0.0;0;0;34020;4995
5547;2008;25;62170;13;1147;2650;15396;5320;8131;4183;1933;1168;0.0;0;0;79856;1656
5548;2008;25;62170;23;1147;2650;15396;5320;8131;4183;1933;1168;0.0;0;0;79856;4170
5549;2008;25;62170;14;1147;2650;15396;5320;8131;4183;1933;1168;0.0;0;0;79856;25027
5688;2008;25;62197;45;3656;23681;71517;46311;48684;13044;15244;11516;0.0;0;0;467306;71920
5689;2008;25;62197;43;3656;23681;71517;46311;48684;13044;15244;11516;0.0;0;0;467306;30102
5690;2008;25;62197;31;3656;23681;71517;46311;48684;13044;15244;11516;0.0;0;0;467306;397
5691;2008;25;62197;50;3656;23681;71517;46311;48684;13044;15244;11516;0.0;0;0;467306;796
5692;2008;25;62197;15;3656;23681;71517;46311;48684;13044;15244;11516;0.0;0;0;467306;57431
5693;2008;25;62197;12;3656;23681;71517;46311;48684;13044;15244;11516;0.0;0;0;467306;17423
6372;2008;25;62219;20;1813;3643;21581;8699;12020;3106;2479;1651;0.0;0;0;109984;910
6373;2008;25;62219;13;1813;3643;21581;8699;12020;3106;2479;1651;0.0;0;0;109984;1761
6374;2008;25;62219;40;1813;3643;21581;8699;12020;3106;2479;1651;0.0;0;0;109984;2094
6375;2008;25;62219;40;1813;3643;21581;8699;12020;3106;2479;1651;0.0;0;0;109984;2094
6376;2008;25;62219;25;1813;3643;21581;8699;12020;3106;2479;1651;0.0;0;0;109984;10559
6377;2008;25;62219;15;1813;3643;21581;8699;12020;3106;2479;1651;0.0;0;0;109984;7936
6378;2008;25;62219;43;1813;3643;21581;8699;12020;3106;2479;1651;0.0;0;0;109984;17647
6379;2008;25;62219;45;1813;3643;21581;8699;12020;3106;2479;1651;0.0;0;0;109984;1884
6531;2008;25;62235;45;67;96;919;275;482;89;49;30;0.0;0;0;4014;896
6532;2008;25;62235;14;67;96;919;275;482;89;49;30;0.0;0;0;4014;942
6570;2008;25;62251;45;305;538;3712;891;1730;614;364;149;0.0;0;0;16606;1764
6571;2008;25;62251;15;305;538;3712;891;1730;614;364;149;0.0;0;0;16606;1366
6572;2008;25;62251;14;305;538;3712;891;1730;614;364;149;0.0;0;0;16606;3438
6623;2008;25;61280;44;823;3408;14317;5265;5369;3209;2216;889;0.0;0;0;70992;5340
6624;2008;25;61280;11;823;3408;14317;5265;5369;3209;2216;889;0.0;0;0;70992;434
6625;2008;25;61280;31;823;3408;14317;5265;5369;3209;2216;889;0.0;0;0;70992;96
6626;2008;25;61280;25;823;3408;14317;5265;5369;3209;2216;889;0.0;0;0;70992;12223
6627;2008;25;61280;45;823;3408;14317;5265;5369;3209;2216;889;0.0;0;0;70992;1261
6628;2008;25;61280;43;823;3408;14317;5265;5369;3209;2216;889;0.0;0;0;70992;7933
6785;2008;25;62278;45;169;300;2302;746;1263;399;248;147;0.0;0;0;11148;2422
6786;2008;25;62278;22;169;300;2302;746;1263;399;248;147;0.0;0;0;11148;181
6787;2008;25;62278;25;169;300;2302;746;1263;399;248;147;0.0;0;0;11148;2244
6841;2008;25;62294;15;2484;6286;26734;12762;15004;5198;2845;1912;0.0;0;0;146450;35165
6842;2008;25;62294;14;2484;6286;26734;12762;15004;5198;2845;1912;0.0;0;0;146450;21898
6843;2008;25;62294;45;2484;6286;26734;12762;15004;5198;2845;1912;0.0;0;0;146450;1784
6957;2008;25;62316;70;1510;1560;8576;2295;3867;2239;306;296;0.0;0;0;41298;325
6958;2008;25;62316;11;1510;1560;8576;2295;3867;2239;306;296;0.0;0;0;41298;3484
6959;2008;25;62316;45;1510;1560;8576;2295;3867;2239;306;296;0.0;0;0;41298;3872
6960;2008;25;62316;14;1510;1560;8576;2295;3867;2239;306;296;0.0;0;0;41298;3554
6961;2008;25;62316;43;1510;1560;8576;2295;3867;2239;306;296;0.0;0;0;41298;3823
6962;2008;25;62316;15;1510;1560;8576;2295;3867;2239;306;296;0.0;0;0;41298;953
7073;2008;25;62332;13;798;1178;3196;795;1829;2010;147;87;0.0;0;0;20080;1200
7074;2008;25;62332;25;798;1178;3196;795;1829;2010;147;87;0.0;0;0;20080;1848
7075;2008;25;62332;15;798;1178;3196;795;1829;2010;147;87;0.0;0;0;20080;4915
7168;2008;25;62359;65;424;413;3553;907;1496;727;295;180;0.0;0;0;15990;3117
7169;2008;25;62359;43;424;413;3553;907;1496;727;295;180;0.0;0;0;15990;3358
7241;2008;25;62375;44;517;636;3351;725;1340;724;168;104;0.0;0;0;15130;272
7242;2008;25;62375;45;517;636;3351;725;1340;724;168;104;0.0;0;0;15130;2220
7243;2008;25;62375;13;517;636;3351;725;1340;724;168;104;0.0;0;0;15130;3461
7291;2008;25;62391;45;1290;2711;11502;4659;6529;2808;1230;715;0.0;0;0;62888;1116
7292;2008;25;62391;23;1290;2711;11502;4659;6529;2808;1230;715;0.0;0;0;62888;10050
7293;2008;25;62391;25;1290;2711;11502;4659;6529;2808;1230;715;0.0;0;0;62888;13456
7294;2008;25;62391;50;1290;2711;11502;4659;6529;2808;1230;715;0.0;0;0;62888;128
7408;2008;25;62413;45;619;964;5666;1406;2574;1431;407;221;0.0;0;0;26576;4756
7409;2008;25;62413;20;619;964;5666;1406;2574;1431;407;221;0.0;0;0;26576;1058
7410;2008;25;62413;12;619;964;5666;1406;2574;1431;407;221;0.0;0;0;26576;4719
7485;2008;25;61786;15;272;209;1273;175;486;349;40;28;0.0;0;0;5664;1027
7486;2008;25;61786;10;272;209;1273;175;486;349;40;28;0.0;0;0;5664;17
7487;2008;25;61786;45;272;209;1273;175;486;349;40;28;0.0;0;0;5664;1370
7526;2008;25;62456;11;149;262;1600;432;510;137;94;40;0.0;0;0;6448;1939
7527;2008;25;62456;13;149;262;1600;432;510;137;94;40;0.0;0;0;6448;785
7568;2008;25;62472;13;436;767;5557;1160;1998;924;295;108;0.0;0;0;22490;7027
7569;2008;25;62472;45;436;767;5557;1160;1998;924;295;108;0.0;0;0;22490;1894
7619;2008;25;61026;45;61;89;746;151;298;203;39;25;0.0;0;0;3224;848
7620;2008;25;61026;15;61;89;746;151;298;203;39;25;0.0;0;0;3224;606
7621;2008;25;61026;13;61;89;746;151;298;203;39;25;0.0;0;0;3224;21
7659;2008;25;62430;45;73;39;270;139;164;186;34;19;0.0;0;0;1848;261
7660;2008;25;62430;25;73;39;270;139;164;186;34;19;0.0;0;0;1848;91
7661;2008;25;62430;13;73;39;270;139;164;186;34;19;0.0;0;0;1848;478
7695;2008;25;62499;45;1989;7540;28346;14826;19386;4098;5744;2942;0.0;0;0;169742;34551
7696;2008;25;62499;43;1989;7540;28346;14826;19386;4098;5744;2942;0.0;0;0;169742;2057
7697;2008;25;62499;25;1989;7540;28346;14826;19386;4098;5744;2942;0.0;0;0;169742;4953
7698;2008;25;62499;13;1989;7540;28346;14826;19386;4098;5744;2942;0.0;0;0;169742;22918
7828;2008;25;62510;16;4170;7790;40016;15364;20824;6440;5887;3755;0.0;0;0;208492;587
7829;2008;25;62510;40;4170;7790;40016;15364;20824;6440;5887;3755;0.0;0;0;208492;15933
7830;2008;25;62510;45;4170;7790;40016;15364;20824;6440;5887;3755;0.0;0;0;208492;30640
7831;2008;25;62510;25;4170;7790;40016;15364;20824;6440;5887;3755;0.0;0;0;208492;21694
7832;2008;25;62510;15;4170;7790;40016;15364;20824;6440;5887;3755;0.0;0;0;208492;9903
7833;2008;25;62510;22;4170;7790;40016;15364;20824;6440;5887;3755;0.0;0;0;208492;1359
7834;2008;25;62510;25;4170;7790;40016;15364;20824;6440;5887;3755;0.0;0;0;208492;21694
8045;2008;25;62553;43;155;266;1241;454;537;680;130;66;0.0;0;0;7058;2162
8046;2008;25;62553;15;155;266;1241;454;537;680;130;66;0.0;0;0;7058;940
8080;2008;25;62081;43;172;129;655;198;389;366;35;27;0.0;0;0;3942;976
8081;2008;25;62081;40;172;129;655;198;389;366;35;27;0.0;0;0;3942;792
8115;2008;25;62570;14;577;973;6830;1756;2809;807;428;336;0.0;0;0;29032;6334
8116;2008;25;62570;13;577;973;6830;1756;2809;807;428;336;0.0;0;0;29032;5780
8188;2008;25;62596;45;520;1409;4889;2030;3051;3214;662;309;0.0;0;0;32168;5632
8189;2008;25;62596;12;520;1409;4889;2030;3051;3214;662;309;0.0;0;0;32168;6379
8248;2008;25;62618;15;993;773;5460;1202;2168;2915;306;101;0.0;0;0;27836;3332
8249;2008;25;62618;10;993;773;5460;1202;2168;2915;306;101;0.0;0;0;27836;2842
8250;2008;25;62618;25;993;773;5460;1202;2168;2915;306;101;0.0;0;0;27836;759
8251;2008;25;62618;12;993;773;5460;1202;2168;2915;306;101;0.0;0;0;27836;4297
8347;2008;25;62634;23;704;639;4873;1330;2562;822;385;233;0.0;0;0;23096;5075
8348;2008;25;62634;45;704;639;4873;1330;2562;822;385;233;0.0;0;0;23096;4021
8425;2008;25;62650;45;141;163;1419;257;484;219;103;50;0.0;0;0;5672;1580
8426;2008;25;62650;15;141;163;1419;257;484;219;103;50;0.0;0;0;5672;1009
8481;2008;25;61956;40;168;522;2616;880;1163;489;247;134;0.0;0;0;12438;4591
8521;2008;25;62693;15;1824;2686;10339;3092;5297;2994;527;343;0.0;0;0;54204;8929
8522;2008;25;62693;43;1824;2686;10339;3092;5297;2994;527;343;0.0;0;0;54204;3149
8523;2008;25;62693;40;1824;2686;10339;3092;5297;2994;527;343;0.0;0;0;54204;8744
8606;2008;25;62677;15;168;176;1929;323;731;245;39;46;0.0;0;0;7314;509
8607;2008;25;62677;40;168;176;1929;323;731;245;39;46;0.0;0;0;7314;2309
8608;2008;25;62677;70;168;176;1929;323;731;245;39;46;0.0;0;0;7314;83
8651;2008;25;62731;45;544;1704;8372;3763;5082;1506;1186;720;0.0;0;0;45754;9691
8652;2008;25;62731;13;544;1704;8372;3763;5082;1506;1186;720;0.0;0;0;45754;8588
8748;2008;25;62758;45;845;678;6344;1438;2617;839;586;225;0.0;0;0;27144;5481
8749;2008;25;62758;11;845;678;6344;1438;2617;839;586;225;0.0;0;0;27144;351
8750;2008;25;62758;23;845;678;6344;1438;2617;839;586;225;0.0;0;0;27144;4576
8834;2008;25;62774;45;644;955;5209;1618;2550;1029;534;312;0.0;0;0;25702;4315
8835;2008;25;62774;17;644;955;5209;1618;2550;1029;534;312;0.0;0;0;25702;180
8836;2008;25;62774;13;644;955;5209;1618;2550;1029;534;312;0.0;0;0;25702;4840
8837;2008;25;62774;12;644;955;5209;1618;2550;1029;534;312;0.0;0;0;25702;683
8906;2008;25;62790;14;252;213;1050;418;766;717;51;29;0.0;0;0;6992;1748
8907;2008;25;62790;15;252;213;1050;418;766;717;51;29;0.0;0;0;6992;1221
8961;2008;25;62812;45;812;5286;20915;8926;13786;3747;1268;1155;0.0;0;0;111790;16030
8962;2008;25;62812;25;812;5286;20915;8926;13786;3747;1268;1155;0.0;0;0;111790;20992
8963;2008;25;62812;13;812;5286;20915;8926;13786;3747;1268;1155;0.0;0;0;111790;6386
8964;2008;25;62812;11;812;5286;20915;8926;13786;3747;1268;1155;0.0;0;0;111790;902
9110;2008;25;62839;45;346;271;1432;476;743;581;79;49;0.0;0;0;7954;1171
9111;2008;25;62839;25;346;271;1432;476;743;581;79;49;0.0;0;0;7954;1006
9112;2008;25;62839;12;346;271;1432;476;743;581;79;49;0.0;0;0;7954;678
9113;2008;25;62839;13;346;271;1432;476;743;581;79;49;0.0;0;0;7954;266
9171;2008;25;62855;21;1052;4827;18395;6147;9467;5083;884;614;0.0;0;0;92938;822
9172;2008;25;62855;45;1052;4827;18395;6147;9467;5083;884;614;0.0;0;0;92938;14778
9173;2008;25;62855;44;1052;4827;18395;6147;9467;5083;884;614;0.0;0;0;92938;367
9174;2008;25;62855;45;1052;4827;18395;6147;9467;5083;884;614;0.0;0;0;92938;14778
9175;2008;25;62855;50;1052;4827;18395;6147;9467;5083;884;614;0.0;0;0;92938;607
9176;2008;25;62855;14;1052;4827;18395;6147;9467;5083;884;614;0.0;0;0;92938;5870
9310;2008;25;61484;45;1713;1233;7810;1936;4773;4270;304;254;0.0;0;0;44586;8335
9311;2008;25;61484;15;1713;1233;7810;1936;4773;4270;304;254;0.0;0;0;44586;4031
9312;2008;25;61484;13;1713;1233;7810;1936;4773;4270;304;254;0.0;0;0;44586;4418
9385;2008;25;62871;14;445;458;3758;749;1591;536;181;102;0.0;0;0;15640;3294
9386;2008;25;62871;15;445;458;3758;749;1591;536;181;102;0.0;0;0;15640;2836
9387;2008;25;62871;17;445;458;3758;749;1591;536;181;102;0.0;0;0;15640;417
9432;2008;25;62898;13;877;1294;6264;2031;3047;2890;624;315;0.0;0;0;34684;672
9433;2008;25;62898;11;877;1294;6264;2031;3047;2890;624;315;0.0;0;0;34684;9842
9434;2008;25;62898;25;877;1294;6264;2031;3047;2890;624;315;0.0;0;0;34684;2172
9435;2008;25;62898;40;877;1294;6264;2031;3047;2890;624;315;0.0;0;0;34684;865
9532;2008;25;61506;43;240;211;2224;435;805;334;80;43;0.0;0;0;8744;1211
9533;2008;25;61506;15;240;211;2224;435;805;334;80;43;0.0;0;0;8744;785
9534;2008;25;61506;45;240;211;2224;435;805;334;80;43;0.0;0;0;8744;1638
9584;2008;25;62910;45;16371;74510;209637;133765;150582;47279;56194;35805;0.0;0;0;1448286;77936
9585;2008;25;62910;12;16371;74510;209637;133765;150582;47279;56194;35805;0.0;0;0;1448286;371083
9586;2008;25;62910;19;16371;74510;209637;133765;150582;47279;56194;35805;0.0;0;0;1448286;2828
9587;2008;25;62910;43;16371;74510;209637;133765;150582;47279;56194;35805;0.0;0;0;1448286;10521
9588;2008;25;62910;40;16371;74510;209637;133765;150582;47279;56194;35805;0.0;0;0;1448286;77527
9589;2008;25;62910;10;16371;74510;209637;133765;150582;47279;56194;35805;0.0;0;0;1448286;2186
9590;2008;25;62910;50;16371;74510;209637;133765;150582;47279;56194;35805;0.0;0;0;1448286;10107
9591;2008;25;62910;27;16371;74510;209637;133765;150582;47279;56194;35805;0.0;0;0;1448286;794
9592;2008;25;62910;70;16371;74510;209637;133765;150582;47279;56194;35805;0.0;0;0;1448286;650
13674;2008;25;62936;11;1516;5475;17316;7379;12279;7478;1332;1073;0.0;0;0;107696;1411
13675;2008;25;62936;45;1516;5475;17316;7379;12279;7478;1332;1073;0.0;0;0;107696;17099
13676;2008;25;62936;22;1516;5475;17316;7379;12279;7478;1332;1073;0.0;0;0;107696;15693
13677;2008;25;62936;50;1516;5475;17316;7379;12279;7478;1332;1073;0.0;0;0;107696;1344
13678;2008;25;62936;13;1516;5475;17316;7379;12279;7478;1332;1073;0.0;0;0;107696;5561
13773;2008;25;62952;15;1364;3888;12658;3755;7072;5760;1268;624;0.0;0;0;72778;11103
13774;2008;25;62952;23;1364;3888;12658;3755;7072;5760;1268;624;0.0;0;0;72778;13871
13775;2008;25;62952;70;1364;3888;12658;3755;7072;5760;1268;624;0.0;0;0;72778;270
13776;2008;25;62952;45;1364;3888;12658;3755;7072;5760;1268;624;0.0;0;0;72778;411
13777;2008;25;62952;13;1364;3888;12658;3755;7072;5760;1268;624;0.0;0;0;72778;1607
13884;2008;25;62979;45;186;261;1477;322;641;454;102;56;0.0;0;0;6998;1650
13927;2008;25;62995;45;524;734;3601;1076;1821;1567;330;134;0.0;0;0;19574;2713
13928;2008;25;62995;25;524;734;3601;1076;1821;1567;330;134;0.0;0;0;19574;2563
13929;2008;25;62995;13;524;734;3601;1076;1821;1567;330;134;0.0;0;0;19574;322
14023;2008;25;62103;11;99;309;1360;393;658;163;73;51;0.0;0;0;6212;567
14024;2008;25;62103;43;99;309;1360;393;658;163;73;51;0.0;0;0;6212;158
14025;2008;25;62103;12;99;309;1360;393;658;163;73;51;0.0;0;0;6212;1055
14112;2008;25;61344;14;301;211;1305;197;559;887;29;26;0.0;0;0;7030;997
14113;2008;25;61344;13;301;211;1305;197;559;887;29;26;0.0;0;0;7030;724
14114;2008;25;61344;23;301;211;1305;197;559;887;29;26;0.0;0;0;7030;873
