ANO_ELEICAO;CODIGO_ESTADO;CODIGO_MUNICIPIO;NUMERO_PARTIDO;ANALFABETO;ENSINO_FUNDAMENTAL_COMPLETO;ENSINO_FUNDAMENTAL_INCOMPLETO;ENSINO_MEDIO_COMPLETO;ENSINO_MEDIO_INCOMPLETO;LE_E_ESCREVE;SUPERIOR_COMPLETO;SUPERIOR_INCOMPLETO;TOTAL_GASTO;SEXO;COD_GRAU_INSTRUCAO;QTD_APTOS;TOTAL_VOTOS
17501;2016;25;62634;55;604;766;4362;2352;3041;729;612;427;0.0;2;6;25784;3681
17502;2016;25;62634;10;604;766;4362;2352;3041;729;612;427;0.0;2;8;25784;5796
17503;2016;25;62634;51;604;766;4362;2352;3041;729;612;427;0.0;2;8;25784;229
17504;2016;25;62634;44;604;766;4362;2352;3041;729;612;427;0.0;2;6;25784;337
17593;2016;25;62650;11;146;204;1556;460;730;205;211;133;0.0;2;8;7288;1484
17594;2016;25;62570;45;496;1021;6331;2739;3558;698;643;529;0.0;2;8;32030;6738
17595;2016;25;62570;15;496;1021;6331;2739;3558;698;643;529;0.0;2;8;32030;5066
17598;2016;25;62618;11;911;942;5232;1852;2929;2650;414;170;0.0;2;6;30200;5949
17599;2016;25;62618;12;911;942;5232;1852;2929;2650;414;170;0.0;2;8;30200;5541
17603;2016;25;62618;44;911;942;5232;1852;2929;2650;414;170;0.0;2;2;30200;290
17618;2016;25;62650;45;146;204;1556;460;730;205;211;133;0.0;2;5;7288;1752
17661;2016;25;62677;14;147;211;1870;566;1016;240;65;94;0.0;2;7;8418;1325
17662;2016;25;62677;15;147;211;1870;566;1016;240;65;94;0.0;2;8;8418;840
17663;2016;25;62677;40;147;211;1870;566;1016;240;65;94;0.0;2;4;8418;1167
17732;2016;25;62693;55;1950;3128;10422;6100;7728;2337;844;742;0.0;4;8;66502;3563
17764;2016;25;62693;12;1950;3128;10422;6100;7728;2337;844;742;0.0;2;8;66502;20908
17866;2016;25;62715;50;1995;5830;18853;18715;14256;3075;4393;2603;0.0;2;7;139438;599
17867;2016;25;62715;43;1995;5830;18853;18715;14256;3075;4393;2603;0.0;2;8;139438;13411
17868;2016;25;62715;45;1995;5830;18853;18715;14256;3075;4393;2603;0.0;2;6;139438;9586
17869;2016;25;62715;55;1995;5830;18853;18715;14256;3075;4393;2603;0.0;2;8;139438;0
17870;2016;25;62715;77;1995;5830;18853;18715;14256;3075;4393;2603;0.0;2;8;139438;1539
17871;2016;25;62715;20;1995;5830;18853;18715;14256;3075;4393;2603;0.0;2;8;139438;3439
17872;2016;25;62715;14;1995;5830;18853;18715;14256;3075;4393;2603;0.0;2;8;139438;3904
18078;2016;25;62731;22;476;1707;7297;5932;5237;1125;2098;1099;0.0;2;8;49940;7670
18079;2016;25;62731;13;476;1707;7297;5932;5237;1125;2098;1099;0.0;2;6;49940;859
18080;2016;25;62731;14;476;1707;7297;5932;5237;1125;2098;1099;0.0;2;8;49940;6139
18081;2016;25;62731;18;476;1707;7297;5932;5237;1125;2098;1099;0.0;2;8;49940;3658
18283;2016;25;62758;22;740;814;5581;2467;3066;736;911;389;0.0;2;7;29402;235
18284;2016;25;62758;45;740;814;5581;2467;3066;736;911;389;0.0;2;8;29402;2785
18285;2016;25;62758;43;740;814;5581;2467;3066;736;911;389;0.0;2;8;29402;311
18286;2016;25;62758;11;740;814;5581;2467;3066;736;911;389;0.0;2;5;29402;2216
18287;2016;25;62758;14;740;814;5581;2467;3066;736;911;389;0.0;2;7;29402;5229
18409;2016;25;62774;45;655;1170;4602;2604;2632;669;798;446;0.0;2;8;40635;0
18410;2016;25;62774;17;655;1170;4602;2604;2632;669;798;446;0.0;2;7;40635;193
18411;2016;25;62774;27;655;1170;4602;2604;2632;669;798;446;0.0;2;8;40635;2375
18412;2016;25;62774;14;655;1170;4602;2604;2632;669;798;446;0.0;2;8;40635;4581
18413;2016;25;62774;15;655;1170;4602;2604;2632;669;798;446;0.0;2;6;40635;2145
18414;2016;25;62774;12;655;1170;4602;2604;2632;669;798;446;0.0;2;6;40635;532
18434;2016;25;62774;12;655;1170;4602;2604;2632;669;798;446;0.0;2;6;40635;2022
18435;2016;25;62774;51;655;1170;4602;2604;2632;669;798;446;0.0;4;7;40635;2092
18551;2016;25;62790;45;232;231;940;751;849;527;123;46;0.0;2;8;7398;1580
18554;2016;25;62790;77;232;231;940;751;849;527;123;46;0.0;2;7;7398;347
18555;2016;25;62790;14;232;231;940;751;849;527;123;46;0.0;2;8;7398;1114
18628;2016;25;62812;55;760;5308;19237;15949;16433;3247;2268;2312;0.0;2;8;131028;16331
18629;2016;25;62812;45;760;5308;19237;15949;16433;3247;2268;2312;0.0;2;8;131028;10962
18630;2016;25;62812;40;760;5308;19237;15949;16433;3247;2268;2312;0.0;2;8;131028;12248
18631;2016;25;62812;33;760;5308;19237;15949;16433;3247;2268;2312;0.0;2;8;131028;543
18632;2016;25;62812;50;760;5308;19237;15949;16433;3247;2268;2312;0.0;4;8;131028;1495
18654;2016;25;62812;70;760;5308;19237;15949;16433;3247;2268;2312;0.0;2;4;131028;679
18798;2016;25;62839;77;295;242;1376;655;931;438;119;96;0.0;2;8;8302;1519
18799;2016;25;62839;14;295;242;1376;655;931;438;119;96;0.0;4;8;8302;1686
18858;2016;25;62855;55;1211;4984;16854;13724;12722;3735;2756;1768;0.0;2;6;115506;13904
18859;2016;25;62855;27;1211;4984;16854;13724;12722;3735;2756;1768;0.0;2;7;115506;983
18860;2016;25;62855;40;1211;4984;16854;13724;12722;3735;2756;1768;0.0;4;8;115506;27874
19107;2016;25;62871;25;386;482;3372;1187;1941;462;268;172;0.0;2;6;16536;3067
19108;2016;25;62871;45;386;482;3372;1187;1941;462;268;172;0.0;2;8;16536;3624
19161;2016;25;62898;12;753;1297;6391;3308;3807;1852;1059;475;0.0;2;8;37884;8596
19179;2016;25;62898;25;753;1297;6391;3308;3807;1852;1059;475;0.0;2;7;37884;5252
19283;2016;25;62910;13;15955;72313;190182;196861;172292;40358;85944;48139;0.0;2;8;1644072;74334
19284;2016;25;62910;40;15955;72313;190182;196861;172292;40358;85944;48139;0.0;2;6;1644072;323308
19285;2016;25;62910;50;15955;72313;190182;196861;172292;40358;85944;48139;0.0;4;8;1644072;15187
19286;2016;25;62910;55;15955;72313;190182;196861;172292;40358;85944;48139;0.0;2;8;1644072;76250
19287;2016;25;62910;18;15955;72313;190182;196861;172292;40358;85944;48139;0.0;4;8;1644072;2225
19288;2016;25;62910;31;15955;72313;190182;196861;172292;40358;85944;48139;0.0;2;6;1644072;1965
19289;2016;25;62910;16;15955;72313;190182;196861;172292;40358;85944;48139;0.0;2;8;1644072;613
19290;2016;25;62910;12;15955;72313;190182;196861;172292;40358;85944;48139;0.0;2;8;1644072;0
19291;2016;25;62910;29;15955;72313;190182;196861;172292;40358;85944;48139;0.0;2;8;1644072;279
24905;2016;25;62936;15;1345;5151;15783;13015;14306;5443;2837;2323;0.0;2;8;120404;4721
24906;2016;25;62936;45;1345;5151;15783;13015;14306;5443;2837;2323;0.0;2;8;120404;12646
24907;2016;25;62936;77;1345;5151;15783;13015;14306;5443;2837;2323;0.0;2;6;120404;3759
24908;2016;25;62936;22;1345;5151;15783;13015;14306;5443;2837;2323;0.0;2;8;120404;5865
24909;2016;25;62936;90;1345;5151;15783;13015;14306;5443;2837;2323;0.0;2;8;120404;12658
25101;2016;25;62952;36;1353;3992;11544;6573;8440;4463;1916;956;0.0;2;6;78472;567
25102;2016;25;62952;22;1353;3992;11544;6573;8440;4463;1916;956;0.0;2;8;78472;3841
25103;2016;25;62952;14;1353;3992;11544;6573;8440;4463;1916;956;0.0;2;8;78472;3481
25104;2016;25;62952;45;1353;3992;11544;6573;8440;4463;1916;956;0.0;2;8;78472;12927
25105;2016;25;62952;20;1353;3992;11544;6573;8440;4463;1916;956;0.0;2;8;78472;1184
25106;2016;25;62952;28;1353;3992;11544;6573;8440;4463;1916;956;0.0;2;8;78472;158
25107;2016;25;62952;40;1353;3992;11544;6573;8440;4463;1916;956;0.0;2;8;78472;4120
25350;2016;25;62979;45;169;275;1512;478;945;386;140;94;0.0;2;6;7998;1630
25351;2016;25;62979;15;169;275;1512;478;945;386;140;94;0.0;4;8;7998;1247
25352;2016;25;62979;23;169;275;1512;478;945;386;140;94;0.0;2;6;7998;538
25418;2016;25;62995;15;458;733;3184;1630;2325;1224;476;229;0.0;4;8;20518;2679
25419;2016;25;62995;77;458;733;3184;1630;2325;1224;476;229;0.0;2;4;20518;314
25420;2016;25;62995;55;458;733;3184;1630;2325;1224;476;229;0.0;2;8;20518;4133
25421;2016;25;62995;43;458;733;3184;1630;2325;1224;476;229;0.0;2;8;20518;225
25521;2016;25;63010;43;817;1375;9494;4800;5138;1148;1229;769;0.0;4;8;49540;4460
25522;2016;25;63010;31;817;1375;9494;4800;5138;1148;1229;769;0.0;2;8;49540;12539
25611;2016;25;63037;14;75;337;908;442;605;113;81;44;0.0;2;6;5210;853
25612;2016;25;63037;40;75;337;908;442;605;113;81;44;0.0;2;3;5210;1351
25648;2016;25;63053;11;2089;1969;13062;5451;8795;3734;1329;641;0.0;2;8;74136;8311
25649;2016;25;63053;45;2089;1969;13062;5451;8795;3734;1329;641;0.0;2;8;74136;6388
25650;2016;25;63053;14;2089;1969;13062;5451;8795;3734;1329;641;0.0;2;8;74136;8622
25651;2016;25;63053;15;2089;1969;13062;5451;8795;3734;1329;641;0.0;2;6;74136;3017
25652;2016;25;63053;13;2089;1969;13062;5451;8795;3734;1329;641;0.0;2;6;74136;190
25653;2016;25;63053;51;2089;1969;13062;5451;8795;3734;1329;641;0.0;2;6;74136;195
25868;2016;25;63070;23;756;1073;5301;1954;2491;1181;278;221;0.0;2;8;26586;4806
25869;2016;25;63070;15;756;1073;5301;1954;2491;1181;278;221;0.0;2;8;26586;4731
25870;2016;25;63070;51;756;1073;5301;1954;2491;1181;278;221;0.0;2;8;26586;690
26019;2016;25;63096;45;1711;2966;12516;7428;7218;1380;2008;1241;0.0;2;8;72934;13829
26020;2016;25;63096;13;1711;2966;12516;7428;7218;1380;2008;1241;0.0;2;8;72934;428
26021;2016;25;63096;55;1711;2966;12516;7428;7218;1380;2008;1241;0.0;2;6;72934;11978
26131;2016;25;63118;45;2136;6121;25209;21559;17230;2787;6019;3563;0.0;2;8;169450;25101
26132;2016;25;63118;15;2136;6121;25209;21559;17230;2787;6019;3563;0.0;2;8;169450;25138
26133;2016;25;63118;77;2136;6121;25209;21559;17230;2787;6019;3563;0.0;2;8;169450;5245
26134;2016;25;63118;22;2136;6121;25209;21559;17230;2787;6019;3563;0.0;2;8;169450;2237
26135;2016;25;63118;50;2136;6121;25209;21559;17230;2787;6019;3563;0.0;2;6;169450;394
26136;2016;25;63118;54;2136;6121;25209;21559;17230;2787;6019;3563;0.0;2;8;169450;1027
26477;2016;25;63134;43;6440;24292;70608;67033;68554;30360;9020;8509;0.0;2;8;569586;102287
26478;2016;25;63134;45;6440;24292;70608;67033;68554;30360;9020;8509;0.0;2;7;569586;5545
26479;2016;25;63134;18;6440;24292;70608;67033;68554;30360;9020;8509;0.0;2;7;569586;1470
26480;2016;25;63134;10;6440;24292;70608;67033;68554;30360;9020;8509;0.0;4;8;569586;67794
26481;2016;25;63134;50;6440;24292;70608;67033;68554;30360;9020;8509;0.0;2;8;569586;2446
26482;2016;25;63134;54;6440;24292;70608;67033;68554;30360;9020;8509;0.0;2;8;569586;383
26483;2016;25;63134;13;6440;24292;70608;67033;68554;30360;9020;8509;0.0;2;6;569586;0
27450;2016;25;63150;51;469;653;3413;2152;1848;863;733;282;0.0;2;8;20826;191
27451;2016;25;63150;43;469;653;3413;2152;1848;863;733;282;0.0;2;8;20826;1945
27452;2016;25;63150;25;469;653;3413;2152;1848;863;733;282;0.0;4;8;20826;1921
27453;2016;25;63150;55;469;653;3413;2152;1848;863;733;282;0.0;2;8;20826;3633
27529;2016;25;63177;22;384;1568;6613;4918;4494;642;1634;755;0.0;2;8;42012;5853
27530;2016;25;63177;45;384;1568;6613;4918;4494;642;1634;755;0.0;2;6;42012;1657
27531;2016;25;63177;15;384;1568;6613;4918;4494;642;1634;755;0.0;2;8;42012;667
27532;2016;25;63177;40;384;1568;6613;4918;4494;642;1634;755;0.0;2;6;42012;5427
27649;2016;25;63193;14;125;211;1014;511;658;277;162;89;0.0;4;6;6094;808
27650;2016;25;63193;15;125;211;1014;511;658;277;162;89;0.0;4;8;6094;1520
27708;2016;25;63215;25;571;977;5210;2508;3239;1058;608;372;0.0;4;6;29084;6710
27731;2016;25;63215;10;571;977;5210;2508;3239;1058;608;372;0.0;2;8;29084;4822
27820;2016;25;63231;40;1385;7248;23423;21199;17889;5024;7020;3646;0.0;2;8;173658;34403
27821;2016;25;63231;13;1385;7248;23423;21199;17889;5024;7020;3646;0.0;4;8;173658;11301
27822;2016;25;63231;55;1385;7248;23423;21199;17889;5024;7020;3646;0.0;2;8;173658;4816
27823;2016;25;63231;45;1385;7248;23423;21199;17889;5024;7020;3646;0.0;2;8;173658;10692
28030;2016;25;63258;23;187;494;2232;1390;1128;266;199;116;0.0;4;8;12024;2473
28031;2016;25;63258;51;187;494;2232;1390;1128;266;199;116;0.0;2;7;12024;191
28032;2016;25;63258;20;187;494;2232;1390;1128;266;199;116;0.0;2;6;12024;0
28033;2016;25;63258;77;187;494;2232;1390;1128;266;199;116;0.0;2;3;12024;1733
28104;2016;25;63274;14;90;761;2068;1348;1420;428;488;275;0.0;2;8;13756;1689
28105;2016;25;63274;23;90;761;2068;1348;1420;428;488;275;0.0;2;8;13756;3818
28167;2016;25;63290;10;565;778;5641;2502;3298;779;760;365;0.0;2;6;29374;5604
28168;2016;25;63290;15;565;778;5641;2502;3298;779;760;365;0.0;2;3;29374;4746
28254;2016;25;63312;12;514;2935;9789;7346;6692;1493;1754;1034;0.0;2;8;63112;658
28255;2016;25;63312;11;514;2935;9789;7346;6692;1493;1754;1034;0.0;2;8;63112;0
28256;2016;25;63312;40;514;2935;9789;7346;6692;1493;1754;1034;0.0;2;7;63112;2277
28257;2016;25;63312;45;514;2935;9789;7346;6692;1493;1754;1034;0.0;2;8;63112;17953
28258;2016;25;63312;55;514;2935;9789;7346;6692;1493;1754;1034;0.0;2;8;63112;2281
28428;2016;25;63339;45;572;942;4952;1905;2297;771;369;220;0.0;2;8;24056;6048
28429;2016;25;63339;13;572;942;4952;1905;2297;771;369;220;0.0;2;7;24056;550
28430;2016;25;63339;25;572;942;4952;1905;2297;771;369;220;0.0;2;8;24056;2079
28528;2016;25;63355;43;347;1408;4377;2323;2601;1291;272;238;0.0;4;8;25712;851
28529;2016;25;63355;45;347;1408;4377;2323;2601;1291;272;238;0.0;2;8;25712;6188
28530;2016;25;63355;40;347;1408;4377;2323;2601;1291;272;238;0.0;2;6;25712;1653
28531;2016;25;63355;22;347;1408;4377;2323;2601;1291;272;238;0.0;2;3;25712;1165
28719;2016;25;63371;15;444;866;3450;1527;2216;600;392;245;0.0;2;6;19478;4405
28720;2016;25;63371;45;444;866;3450;1527;2216;600;392;245;0.0;2;4;19478;2055
28741;2016;25;63371;13;444;866;3450;1527;2216;600;392;245;0.0;2;6;19478;270
28793;2016;25;63398;25;278;447;1852;1024;1234;352;186;144;0.0;4;8;11030;2373
28794;2016;25;63398;45;278;447;1852;1024;1234;352;186;144;0.0;2;8;11030;2202
28830;2016;25;63410;77;367;1139;5137;2720;3341;884;741;507;0.0;2;8;29670;3616
28831;2016;25;63410;45;367;1139;5137;2720;3341;884;741;507;0.0;2;6;29670;7187
28940;2016;25;63436;55;234;404;2515;856;1451;265;173;132;0.0;2;8;12060;2132
28941;2016;25;63436;14;234;404;2515;856;1451;265;173;132;0.0;2;8;12060;2765
28995;2016;25;63452;45;939;1902;8789;2557;4282;1074;462;370;0.0;2;6;40746;8600
28996;2016;25;63452;23;939;1902;8789;2557;4282;1074;462;370;0.0;2;8;40746;4792
28997;2016;25;63452;22;939;1902;8789;2557;4282;1074;462;370;0.0;2;6;40746;2124
29144;2016;25;63479;40;436;1331;4826;2347;3274;633;690;330;0.0;2;8;27734;5460
29145;2016;25;63479;15;436;1331;4826;2347;3274;633;690;330;0.0;2;8;27734;4648
29277;2016;25;63495;23;225;1776;5921;3653;3998;730;1058;573;0.0;2;8;35868;3585
29278;2016;25;63495;43;225;1776;5921;3653;3998;730;1058;573;0.0;2;8;35868;1475
29279;2016;25;63495;15;225;1776;5921;3653;3998;730;1058;573;0.0;2;8;35868;6929
29280;2016;25;63495;45;225;1776;5921;3653;3998;730;1058;573;0.0;2;8;35868;1182
29281;2016;25;63495;25;225;1776;5921;3653;3998;730;1058;573;0.0;2;8;35868;394
29377;2016;25;63517;13;169;285;1659;723;867;193;159;126;0.0;2;8;8362;1653
29378;2016;25;63517;25;169;285;1659;723;867;193;159;126;0.0;4;8;8362;1783
29429;2016;25;63533;45;280;204;1848;521;1017;423;104;50;0.0;2;6;8894;1648
29430;2016;25;63533;90;280;204;1848;521;1017;423;104;50;0.0;2;6;8894;1970
29458;2016;25;63550;55;79;292;948;926;283;74;357;108;0.0;2;4;6134;716
29459;2016;25;63550;45;79;292;948;926;283;74;357;108;0.0;2;8;6134;629
29460;2016;25;63550;25;79;292;948;926;283;74;357;108;0.0;2;8;6134;1124
29461;2016;25;63550;13;79;292;948;926;283;74;357;108;0.0;2;6;6134;44
29531;2016;25;63576;27;1320;4330;14666;8757;10335;3597;1695;998;0.0;2;4;91394;650
29532;2016;25;63576;43;1320;4330;14666;8757;10335;3597;1695;998;0.0;2;8;91394;8766
29533;2016;25;63576;13;1320;4330;14666;8757;10335;3597;1695;998;0.0;2;8;91394;11389
29534;2016;25;63576;50;1320;4330;14666;8757;10335;3597;1695;998;0.0;2;8;91394;564
29535;2016;25;63576;45;1320;4330;14666;8757;10335;3597;1695;998;0.0;2;8;91394;4046
29536;2016;25;63576;15;1320;4330;14666;8757;10335;3597;1695;998;0.0;2;8;91394;5551
29766;2016;25;63592;55;152;517;2515;972;1339;454;212;136;0.0;4;8;12594;2385
29767;2016;25;63592;23;152;517;2515;972;1339;454;212;136;0.0;2;5;12594;2714
29813;2016;25;63614;55;3202;11995;45330;37318;36603;7609;10656;6171;0.0;2;8;317742;39933
29814;2016;25;63614;40;3202;11995;45330;37318;36603;7609;10656;6171;0.0;2;7;317742;38624
29815;2016;25;63614;18;3202;11995;45330;37318;36603;7609;10656;6171;0.0;2;6;317742;10130
29816;2016;25;63614;14;3202;11995;45330;37318;36603;7609;10656;6171;0.0;2;8;317742;8880
29817;2016;25;63614;65;3202;11995;45330;37318;36603;7609;10656;6171;0.0;2;7;317742;3310
29818;2016;25;63614;50;3202;11995;45330;37318;36603;7609;10656;6171;0.0;4;8;317742;0
29819;2016;25;63614;33;3202;11995;45330;37318;36603;7609;10656;6171;0.0;2;6;317742;2560
30419;2016;25;63630;23;816;1621;9007;4279;6101;1928;1167;644;0.0;2;8;51126;6312
30422;2016;25;63630;45;816;1621;9007;4279;6101;1928;1167;644;0.0;2;8;51126;11769
30423;2016;25;63630;43;816;1621;9007;4279;6101;1928;1167;644;0.0;2;6;51126;355
30555;2016;25;63657;45;326;412;2666;1277;1567;414;346;353;0.0;2;8;14722;2596
30556;2016;25;63657;43;326;412;2666;1277;1567;414;346;353;0.0;2;8;14722;513
30557;2016;25;63657;55;326;412;2666;1277;1567;414;346;353;0.0;4;8;14722;2604
30627;2016;25;63673;55;90;135;648;382;603;261;87;48;0.0;2;6;4508;1001
30628;2016;25;63673;14;90;135;648;382;603;261;87;48;0.0;2;8;4508;946
30653;2016;25;63690;77;1121;4924;16158;15348;12226;2828;4211;2719;0.0;2;8;119070;17211
30654;2016;25;63690;45;1121;4924;16158;15348;12226;2828;4211;2719;0.0;2;8;119070;4587
30655;2016;25;63690;28;1121;4924;16158;15348;12226;2828;4211;2719;0.0;2;8;119070;3002
30687;2016;25;63690;55;1121;4924;16158;15348;12226;2828;4211;2719;0.0;2;7;119070;1876
30688;2016;25;63690;40;1121;4924;16158;15348;12226;2828;4211;2719;0.0;2;8;119070;4232
30689;2016;25;63690;15;1121;4924;16158;15348;12226;2828;4211;2719;0.0;2;8;119070;2176
30690;2016;25;63690;10;1121;4924;16158;15348;12226;2828;4211;2719;0.0;2;8;119070;6105
30918;2016;25;63711;40;2094;8044;32953;18375;23107;7635;2872;2308;0.0;2;8;194776;11449
30919;2016;25;63711;15;2094;8044;32953;18375;23107;7635;2872;2308;0.0;2;8;194776;13426
30920;2016;25;63711;13;2094;8044;32953;18375;23107;7635;2872;2308;0.0;2;8;194776;3850
30921;2016;25;63711;45;2094;8044;32953;18375;23107;7635;2872;2308;0.0;2;8;194776;28455
30969;2016;25;63711;77;2094;8044;32953;18375;23107;7635;2872;2308;0.0;2;8;194776;11343
31163;2016;25;63738;40;977;1203;8830;2313;3548;1839;760;295;0.0;2;8;39530;8406
31164;2016;25;63738;45;977;1203;8830;2313;3548;1839;760;295;0.0;2;8;39530;6132
31231;2016;25;63754;14;690;2390;8628;4535;5877;884;1450;767;0.0;2;8;50442;4390
31232;2016;25;63754;50;690;2390;8628;4535;5877;884;1450;767;0.0;2;8;50442;413
31233;2016;25;63754;33;690;2390;8628;4535;5877;884;1450;767;0.0;2;8;50442;1584
31234;2016;25;63754;45;690;2390;8628;4535;5877;884;1450;767;0.0;2;6;50442;1913
31235;2016;25;63754;22;690;2390;8628;4535;5877;884;1450;767;0.0;2;6;50442;8238
31380;2016;25;63770;43;8627;29474;84888;77523;76437;33220;11313;9436;0.0;2;8;330911;113585
31381;2016;25;63770;10;8627;29474;84888;77523;76437;33220;11313;9436;0.0;2;6;330911;83362
31382;2016;25;63770;16;8627;29474;84888;77523;76437;33220;11313;9436;0.0;2;8;661822;537
31383;2016;25;63770;18;8627;29474;84888;77523;76437;33220;11313;9436;0.0;2;8;661822;834
31384;2016;25;63770;13;8627;29474;84888;77523;76437;33220;11313;9436;0.0;2;8;661822;31921
31396;2016;25;63770;50;8627;29474;84888;77523;76437;33220;11313;9436;0.0;2;4;661822;992
31397;2016;25;63770;33;8627;29474;84888;77523;76437;33220;11313;9436;0.0;2;4;661822;691
31398;2016;25;63770;55;8627;29474;84888;77523;76437;33220;11313;9436;0.0;2;8;661822;23518
31399;2016;25;63770;43;8627;29474;84888;77523;76437;33220;11313;9436;0.0;2;8;661822;93772
31400;2016;25;63770;10;8627;29474;84888;77523;76437;33220;11313;9436;0.0;2;6;661822;42596
31401;2016;25;63770;29;8627;29474;84888;77523;76437;33220;11313;9436;0.0;2;6;661822;88
32754;2016;25;63797;23;326;694;4600;1402;1920;597;351;233;0.0;2;3;20246;1870
32755;2016;25;63797;14;326;694;4600;1402;1920;597;351;233;0.0;2;8;20246;1619
32756;2016;25;63797;45;326;694;4600;1402;1920;597;351;233;0.0;2;8;20246;4337
32826;2016;25;63819;45;323;423;1966;1029;1313;533;151;121;0.0;2;8;11718;1688
32827;2016;25;63819;22;323;423;1966;1029;1313;533;151;121;0.0;2;8;11718;786
32828;2016;25;63819;14;323;423;1966;1029;1313;533;151;121;0.0;2;6;11718;1948
32829;2016;25;63819;13;323;423;1966;1029;1313;533;151;121;0.0;4;6;11718;310
32895;2016;25;63835;14;1226;1343;7269;2876;4200;783;885;499;0.0;2;8;38160;8516
32896;2016;25;63835;45;1226;1343;7269;2876;4200;783;885;499;0.0;2;8;38160;5134
32991;2016;25;63851;15;72;119;844;301;608;316;112;45;0.0;2;8;4834;1393
32992;2016;25;63851;45;72;119;844;301;608;316;112;45;0.0;2;8;4834;0
33036;2016;25;63878;51;371;517;2702;1101;1846;624;275;136;0.0;4;8;15144;933
33037;2016;25;63878;40;371;517;2702;1101;1846;624;275;136;0.0;2;6;15144;3439
33038;2016;25;63878;14;371;517;2702;1101;1846;624;275;136;0.0;2;8;15144;1201
33102;2016;25;63894;45;705;2653;9015;8059;6521;1813;3880;1690;0.0;2;6;68672;8697
33103;2016;25;63894;19;705;2653;9015;8059;6521;1813;3880;1690;0.0;2;8;68672;14207
33272;2016;25;63916;45;246;818;3414;1931;2076;853;599;339;0.0;2;8;20552;3220
33273;2016;25;63916;23;246;818;3414;1931;2076;853;599;339;0.0;2;6;20552;4053
33274;2016;25;63916;44;246;818;3414;1931;2076;853;599;339;0.0;2;8;20552;0
33357;2016;25;63932;14;208;546;2365;1463;1478;487;211;167;0.0;2;7;13850;2879
33358;2016;25;63932;15;208;546;2365;1463;1478;487;211;167;0.0;4;8;13850;1970
33359;2016;25;63932;43;208;546;2365;1463;1478;487;211;167;0.0;2;3;13850;514
33434;2016;25;63959;77;260;366;1581;855;1263;550;290;187;0.0;2;6;10704;1276
33435;2016;25;63959;44;260;366;1581;855;1263;550;290;187;0.0;2;3;10704;583
33436;2016;25;63959;15;260;366;1581;855;1263;550;290;187;0.0;2;8;10704;1684
33437;2016;25;63959;14;260;366;1581;855;1263;550;290;187;0.0;2;7;10704;488
33494;2016;25;63975;45;918;644;4220;1758;3030;782;378;181;0.0;2;7;23820;1511
33495;2016;25;63975;22;918;644;4220;1758;3030;782;378;181;0.0;2;6;23820;4581
33496;2016;25;63975;51;918;644;4220;1758;3030;782;378;181;0.0;2;6;23820;341
33497;2016;25;63975;25;918;644;4220;1758;3030;782;378;181;0.0;2;8;23820;2018
33588;2016;25;63991;15;775;708;5973;1803;2996;724;299;239;0.0;2;8;27032;5653
33589;2016;25;63991;45;775;708;5973;1803;2996;724;299;239;0.0;2;8;27032;4672
33722;2016;25;64017;10;2873;12287;40517;58378;22887;8115;13899;9095;0.0;2;6;336100;64828
33723;2016;25;64017;50;2873;12287;40517;58378;22887;8115;13899;9095;0.0;2;8;336100;5807
33724;2016;25;64017;13;2873;12287;40517;58378;22887;8115;13899;9095;0.0;2;3;336100;0
33725;2016;25;64017;55;2873;12287;40517;58378;22887;8115;13899;9095;0.0;2;8;336100;7707
33726;2016;25;64017;33;2873;12287;40517;58378;22887;8115;13899;9095;0.0;2;4;336100;239
33727;2016;25;64017;51;2873;12287;40517;58378;22887;8115;13899;9095;0.0;2;8;336100;1982
33728;2016;25;64017;12;2873;12287;40517;58378;22887;8115;13899;9095;0.0;2;6;336100;1030
34534;2016;25;64033;40;1673;3583;15729;11049;13422;3835;1934;1527;0.0;4;8;105498;12494
34535;2016;25;64033;15;1673;3583;15729;11049;13422;3835;1934;1527;0.0;2;8;105498;8550
34536;2016;25;64033;14;1673;3583;15729;11049;13422;3835;1934;1527;0.0;2;8;105498;9404
34537;2016;25;64033;20;1673;3583;15729;11049;13422;3835;1934;1527;0.0;2;8;105498;4202
34538;2016;25;64033;16;1673;3583;15729;11049;13422;3835;1934;1527;0.0;2;8;105498;281
34539;2016;25;64033;36;1673;3583;15729;11049;13422;3835;1934;1527;0.0;4;6;105498;79
34782;2016;25;64050;25;239;430;2646;1104;1716;367;371;227;0.0;2;8;14200;2666
34783;2016;25;64050;31;239;430;2646;1104;1716;367;371;227;0.0;2;6;14200;3010
34826;2016;25;64076;45;120;178;875;543;642;228;74;65;0.0;2;3;5450;1464
34837;2016;25;64076;14;120;178;875;543;642;228;74;65;0.0;2;7;5450;956
34866;2016;25;64092;25;562;847;5282;2300;2499;412;864;387;0.0;2;8;26304;4361
34867;2016;25;64092;45;562;847;5282;2300;2499;412;864;387;0.0;2;5;26304;4403
34868;2016;25;64092;50;562;847;5282;2300;2499;412;864;387;0.0;2;8;26304;1110
34914;2016;25;64114;55;1180;2944;15911;10878;10896;2241;4608;2663;0.0;4;8;102638;14457
34915;2016;25;64114;15;1180;2944;15911;10878;10896;2241;4608;2663;0.0;2;8;102638;2994
34916;2016;25;64114;17;1180;2944;15911;10878;10896;2241;4608;2663;0.0;2;8;102638;1004
